Temperature ,Cu Dose (mol%),Concentration (ppm),Response
200,0.48,48.57,256.26
120,0.24,35.71,194.99
160,3.56,17.35,269.22
120,0.4,43.06,203.3
160,2.95,48.57,289.37
200,1.49,76.12,296.5
120,2.67,54.08,262.37
240,2.42,61.43,201.71
240,1.45,32.04,165.0
120,2.91,76.12,278.32
120,2.22,98.16,276.02
240,2.22,68.78,201.28
160,4.0,98.16,304.88
200,0.12,32.04,237.68
120,0.28,52.24,204.56
280,2.75,87.14,160.72
120,1.13,90.82,246.56
200,0.04,85.31,261.68
120,3.43,94.49,285.21
280,3.39,43.06,139.59
120,3.39,63.27,269.66
240,3.56,83.47,218.22
120,0.16,24.69,186.95
240,2.67,90.82,221.18
160,3.19,22.86,275.31
280,2.06,59.59,132.98
200,1.25,19.18,262.34
280,0.85,17.35,82.72
120,2.26,72.45,264.06
120,4.0,37.55,250.46
240,1.94,26.53,174.16
280,3.43,50.41,142.86
240,2.95,24.69,192.9
200,0.77,85.31,282.3
280,2.22,94.49,153.9
240,1.74,22.86,167.46
160,1.98,74.29,282.82
120,3.72,28.37,249.3
280,0.32,43.06,80.78
240,0.85,63.27,165.7
160,2.34,17.35,262.24
120,1.45,11.84,215.95
160,0.2,44.9,222.41
120,2.02,74.29,259.45
160,3.23,30.2,278.75
160,1.25,87.14,271.97
280,0.28,61.43,89.35
200,3.84,87.14,324.71
280,2.99,57.76,150.75
200,1.49,72.45,294.85
200,0.08,54.08,247.41
160,3.43,87.14,305.29
200,2.42,76.12,316.58
280,3.27,30.2,134.48
240,2.42,81.63,211.86
200,0.53,66.94,266.74
200,3.27,90.82,332.78
160,2.67,59.59,289.51
160,0.36,66.94,237.87
160,2.3,81.63,293.08
200,3.47,13.67,292.3
120,2.83,55.92,266.95
160,2.38,30.2,269.36
200,2.22,46.73,298.03
120,0.85,76.12,232.02
280,2.42,33.88,128.02
160,1.54,61.43,266.08
240,2.71,39.39,196.12
160,0.12,55.92,225.55
120,0.36,43.06,201.76
160,3.03,37.55,284.74
280,0.04,15.51,59.35
280,2.67,77.96,154.76
120,2.1,32.04,240.21
280,1.66,57.76,123.21
120,0.85,30.2,209.07
200,0.04,52.24,245.22
200,1.98,83.47,311.41
240,0.36,65.1,153.14
240,1.9,32.04,175.89
200,0.89,81.63,283.95
120,2.26,88.98,272.14
200,0.53,46.73,256.3
160,0.65,17.35,221.26
240,3.43,46.73,200.79
280,2.67,79.8,155.97
240,3.11,81.63,221.86
280,0.69,96.33,117.63
280,0.28,100.0,108.0
160,3.76,98.16,307.36
120,0.4,55.92,210.0
240,0.44,72.45,159.61
240,2.02,26.53,175.58
200,1.49,15.51,266.2
200,0.93,15.51,251.76
200,3.15,44.9,311.55
240,0.65,26.53,141.91
200,1.74,33.88,280.8
240,2.55,100.0,223.57
280,0.36,90.82,106.1
240,4.0,90.82,217.49
120,3.6,76.12,273.98
160,2.18,43.06,271.37
280,3.43,48.57,141.85
200,3.19,77.96,327.25
280,2.3,83.47,150.24
280,0.53,65.1,97.55
200,3.76,41.22,303.04
200,1.94,30.2,283.62
280,2.99,55.92,149.73
120,1.37,61.43,238.34
240,0.57,33.88,143.47
280,1.66,39.39,113.59
160,1.21,50.41,252.34
160,2.34,10.0,258.19
200,3.96,94.49,327.6
160,3.43,21.02,271.82
200,3.64,55.92,311.4
160,1.21,46.73,250.99
240,0.32,79.8,159.22
240,2.71,35.71,194.84
240,0.89,74.29,172.17
280,1.58,26.53,105.27
120,1.58,76.12,250.46
240,3.27,39.39,199.18
120,1.82,44.9,240.39
240,4.0,35.71,189.48
120,2.18,96.33,273.95
160,3.96,52.24,282.5
280,0.16,21.02,65.24
240,1.62,54.08,180.34
120,0.65,17.35,197.14
240,3.76,74.29,211.68
200,3.88,33.88,298.23
160,1.94,43.06,266.39
160,1.33,46.73,253.72
240,1.25,76.12,182.73
280,2.71,85.31,159.28
200,0.36,68.78,262.91
160,1.41,77.96,271.55
240,1.62,33.88,170.01
280,0.32,48.57,83.89
200,1.78,43.06,286.32
240,2.34,33.88,186.28
160,0.97,19.18,230.75
240,2.87,15.51,187.36
240,2.1,57.76,193.26
240,0.04,98.16,160.12
200,3.6,92.65,330.41
200,3.23,52.24,313.98
240,1.09,37.55,159.24
240,2.1,79.8,204.24
280,3.07,76.12,159.28
240,2.63,17.35,183.86
200,1.01,19.18,255.64
200,2.95,35.71,307.23
160,0.36,92.65,251.1
120,1.37,35.71,225.12
160,1.78,43.06,262.6
120,2.75,41.22,258.12
280,1.37,50.41,112.79
200,1.25,76.12,290.69
240,1.41,48.57,172.64
280,3.23,26.53,132.59
240,1.7,26.53,168.25
200,1.9,17.35,276.71
280,1.58,72.45,128.91
200,0.4,24.69,242.32
120,3.76,59.59,264.08
120,3.8,88.98,278.24
200,0.81,55.92,268.74
200,2.46,28.37,293.81
280,1.49,46.73,113.63
120,1.09,50.41,225.54
160,1.25,35.71,245.98
240,3.19,63.27,211.84
240,2.99,83.47,223.51
200,0.85,65.1,274.46
200,2.79,65.1,318.83
120,1.94,83.47,262.64
160,0.53,55.92,236.83
240,1.25,98.16,193.46
200,2.59,26.53,295.12
280,1.37,98.16,136.58
240,0.61,39.39,147.13
240,3.6,35.71,193.88
240,0.97,26.53,150.88
280,0.93,68.78,110.54
160,0.24,81.63,242.06
240,3.68,66.94,208.66
280,0.0,35.71,68.12
240,1.01,35.71,155.85
120,0.16,76.12,213.14
280,0.28,46.73,81.51
200,3.8,39.39,301.56
240,0.44,33.88,139.78
280,0.89,87.14,118.49
200,3.76,39.39,301.95
120,3.11,50.41,266.1
200,1.66,59.59,292.05
240,1.09,92.65,186.57
160,2.83,88.98,307.3
200,0.32,28.37,241.55
160,2.71,100.0,310.55
120,3.19,81.63,280.9
120,3.07,72.45,277.26
160,1.66,74.29,275.5
240,2.55,37.55,192.38
120,1.05,90.82,244.65
120,3.35,55.92,266.47
240,2.79,10.0,183.03
240,0.97,19.18,147.06
200,2.18,94.49,321.35
200,1.17,50.41,275.84
160,3.47,90.82,306.3
200,3.96,46.73,303.43
120,2.42,74.29,268.01
160,1.9,79.8,283.53
120,1.78,55.92,244.89
120,3.76,85.31,277.04
160,2.95,37.55,284.07
120,2.26,39.39,247.19
120,1.41,100.0,258.44
280,3.23,96.33,167.63
280,2.51,92.65,158.93
240,1.66,28.37,168.42
280,0.28,92.65,104.63
120,2.63,32.04,250.97
240,3.72,87.14,218.45
240,2.79,15.51,185.32
280,1.13,66.94,114.87
160,2.59,57.76,287.0
160,2.51,33.88,273.37
240,1.74,19.18,165.22
200,0.61,96.33,283.18
200,0.0,94.49,265.11
240,1.62,59.59,182.96
280,3.23,13.67,126.38
240,2.67,15.51,183.43
200,3.88,61.43,312.07
120,1.09,66.94,233.74
120,2.71,28.37,250.9
240,0.48,87.14,167.46
280,1.62,83.47,135.06
240,3.56,22.86,187.8
120,0.53,68.78,219.68
120,2.42,65.1,263.91
120,1.01,10.0,203.31
240,0.97,94.49,184.37
200,0.77,94.49,286.77
200,0.48,61.43,262.93
200,3.27,57.76,316.13
240,3.88,33.88,190.11
120,1.37,19.18,216.9
240,0.93,41.22,156.91
120,0.61,24.69,199.67
280,1.78,98.16,146.25
200,1.86,26.53,279.75
240,2.67,22.86,187.13
280,0.85,76.12,112.08
120,0.89,32.04,211.05
120,0.65,19.18,197.95
240,1.49,72.45,186.37
200,0.32,76.12,265.53
280,1.86,13.67,105.54
160,3.96,81.63,296.71
240,3.96,76.12,210.17
120,2.95,98.16,290.25
120,2.22,32.04,242.63
120,1.86,98.16,267.77
160,0.85,19.18,227.71
280,3.64,24.69,128.0
160,0.24,33.88,218.0
160,3.64,92.65,305.83
240,3.68,98.16,224.56
240,3.43,92.65,223.92
160,1.33,96.33,278.77
160,2.02,55.92,274.07
280,2.42,30.2,126.01
200,0.48,32.04,247.72
240,0.77,39.39,151.46
240,0.77,10.0,137.13
160,3.68,92.65,305.37
120,1.58,15.51,220.01
280,2.22,11.84,112.78
160,2.22,77.96,289.9
160,3.23,85.31,306.3
280,3.47,96.33,165.14
160,1.09,65.1,256.97
240,0.08,85.31,154.79
160,1.13,57.76,254.39
120,1.45,57.76,238.11
240,1.09,57.76,169.11
200,0.65,50.41,261.72
280,1.58,90.82,138.02
200,3.76,50.41,307.88
240,1.9,76.12,197.89
200,3.8,76.12,319.73
160,1.49,35.71,252.19
120,2.02,85.31,265.17
200,1.74,35.71,282.03
200,0.69,61.43,268.16
120,0.2,96.33,224.04
280,2.59,54.08,141.52
120,2.02,70.61,257.74
240,0.12,10.0,118.57
200,2.59,22.86,293.69
160,1.98,46.73,268.8
120,1.13,33.88,218.08
160,2.3,61.43,283.45
160,1.13,55.92,253.57
240,0.24,50.41,142.66
160,3.15,98.16,313.89
160,1.82,19.18,251.75
120,2.38,57.76,259.52
160,2.22,43.06,272.14
200,1.66,100.0,312.13
240,0.53,50.41,150.46
120,0.85,26.53,207.48
280,1.49,19.18,99.95
200,0.65,48.57,260.86
240,0.69,88.98,174.32
240,0.0,44.9,132.43
240,1.74,76.12,194.34
120,2.46,92.65,278.33
280,2.59,63.27,145.72
280,2.51,85.31,155.49
160,2.91,15.51,272.1
280,0.93,15.51,83.75
280,1.62,13.67,100.35
200,2.55,81.63,322.6
240,2.06,57.76,192.0
280,2.87,79.8,159.37
200,2.02,76.12,308.53
120,2.1,90.82,269.55
200,0.77,41.22,260.6
200,2.14,17.35,281.83
200,0.36,87.14,272.39
160,2.87,90.82,308.68
160,3.52,32.04,276.99
240,3.52,17.35,185.58
280,1.98,98.16,150.44
200,2.34,39.39,297.25
160,0.61,92.65,257.69
160,2.14,81.63,289.97
120,0.53,50.41,210.42
200,1.9,79.8,307.43
120,1.29,41.22,226.44
280,2.51,68.78,147.03
120,0.73,77.96,229.8
200,0.0,44.9,240.54
160,0.73,81.63,255.19
240,2.06,19.18,172.93
240,2.38,63.27,201.86
280,2.71,72.45,153.1
120,3.6,19.18,245.43
120,0.12,57.76,201.89
240,0.2,85.31,158.64
200,0.08,76.12,258.05
160,3.43,33.88,278.68
160,0.57,54.08,237.29
240,1.74,13.67,162.58
240,2.46,76.12,209.75
120,2.63,96.33,283.13
200,2.71,96.33,332.73
200,0.08,35.71,238.57
280,2.83,61.43,149.53
280,0.73,83.47,112.36
200,2.26,94.49,322.67
200,2.75,87.14,329.09
240,0.04,26.53,124.31
160,1.86,54.08,269.62
240,2.99,26.53,194.81
240,2.75,61.43,208.14
200,1.09,94.49,295.7
200,2.34,30.2,292.36
280,0.12,94.49,100.79
200,0.89,15.51,251.12
280,1.25,28.37,98.75
200,3.03,11.84,295.64
240,1.33,79.8,186.17
160,2.14,100.0,298.82
240,0.36,10.0,125.82
200,0.08,33.88,237.3
200,1.82,63.27,297.35
240,0.93,21.02,146.81
200,1.62,50.41,286.32
120,2.87,74.29,277.12
200,2.18,76.12,311.98
200,1.25,35.71,269.99
200,3.84,68.78,316.01
120,1.66,54.08,241.37
160,0.53,48.57,233.58
280,2.51,76.12,150.68
160,3.07,54.08,292.32
200,3.39,98.16,335.24
200,3.68,87.14,326.87
200,2.79,66.94,319.52
200,1.54,21.02,269.81
160,2.3,35.71,270.2
120,3.96,15.51,240.28
200,1.82,79.8,305.74
280,0.36,76.12,98.82
280,1.01,52.24,104.41
200,1.01,94.49,293.27
280,2.83,43.06,140.49
240,3.92,74.29,210.03
280,3.72,15.51,122.53
240,2.46,46.73,194.74
120,1.94,21.02,231.49
200,3.35,33.88,303.37
200,0.0,61.43,248.35
200,0.32,66.94,261.28
200,3.15,15.51,296.29
120,1.25,96.33,252.64
120,1.98,81.63,262.8
240,0.61,30.2,142.72
160,0.04,32.04,211.19
240,1.21,79.8,183.23
160,1.78,92.65,287.31
160,1.25,96.33,276.44
200,1.05,94.49,294.59
240,1.25,66.94,177.83
200,2.34,21.02,287.56
200,1.94,92.65,314.71
200,2.06,10.0,276.53
240,1.58,88.98,196.4
240,0.89,65.1,167.82
160,3.68,21.02,269.68
160,1.41,11.84,238.35
120,3.15,81.63,281.4
200,3.96,41.22,301.02
240,0.2,52.24,141.82
280,0.53,63.27,96.94
240,3.11,90.82,226.09
280,3.8,39.39,133.56
120,3.19,83.47,281.79
240,1.25,33.88,161.18
160,0.73,43.06,236.27
200,2.79,57.76,314.76
280,3.64,92.65,162.33
120,2.02,92.65,268.78
200,0.0,70.61,253.29
160,2.75,46.73,284.56
120,3.03,59.59,271.25
280,2.79,65.1,150.29
240,3.52,37.55,195.75
160,2.26,88.98,295.79
200,4.0,11.84,286.01
200,0.57,35.71,252.01
160,3.07,90.82,310.7
280,1.78,63.27,128.75
280,2.87,90.82,164.84
200,3.19,19.18,297.74
160,3.23,65.1,296.06
200,0.65,11.84,242.27
280,2.63,11.84,120.65
160,2.3,21.02,263.23
160,1.74,72.45,276.47
120,0.93,59.59,225.85
240,2.14,70.61,200.39
160,3.92,61.43,287.52
240,3.96,70.61,207.65
280,1.9,33.88,116.91
200,1.7,68.78,297.71
160,2.59,33.88,275.08
280,3.19,85.31,162.81
280,0.65,46.73,91.67
240,0.16,61.43,145.44
280,2.02,30.2,117.53
200,2.83,83.47,328.57
280,2.95,59.59,151.09
200,2.91,54.08,315.31
280,0.08,90.82,97.86
160,0.61,22.86,223.07
280,2.42,48.57,135.2
120,3.88,52.24,259.58
160,1.66,70.61,273.53
160,3.23,66.94,297.18
160,0.69,61.43,244.68
200,0.73,65.1,270.85
240,0.89,37.55,153.71
160,3.96,44.9,278.72
160,3.84,57.76,286.4
120,0.16,59.59,204.41
200,1.54,81.63,300.14
240,3.6,76.12,214.0
160,1.66,22.86,249.34
120,3.15,26.53,253.79
160,3.6,15.51,267.61
200,2.18,44.9,296.35
200,3.76,24.69,295.03
240,2.99,41.22,202.26
200,3.6,61.43,314.78
160,1.17,26.53,239.71
280,0.16,33.88,71.42
240,1.41,94.49,196.0
120,2.63,33.88,251.95
280,2.83,13.67,125.67
200,0.77,98.16,288.92
240,3.56,65.1,209.37
240,2.46,74.29,208.86
160,0.85,70.61,253.35
280,3.76,22.86,125.62
240,2.79,90.82,223.32
160,3.39,70.61,296.95
200,0.44,10.0,236.07
280,0.4,61.43,92.61
240,0.08,98.16,161.38
280,3.84,100.0,164.0
120,0.0,41.22,190.68
280,0.4,55.92,89.92
120,0.2,30.2,190.87
240,4.0,33.88,188.78
120,3.27,76.12,277.39
160,3.6,21.02,270.66
240,3.64,11.84,181.55
200,0.77,37.55,258.77
120,2.79,28.37,252.37
160,0.93,43.06,241.65
160,2.67,13.67,267.18
280,3.96,41.22,133.21
240,2.1,10.0,169.31
200,3.88,44.9,303.74
200,0.32,39.39,247.14
120,3.92,33.88,249.86
280,3.8,19.18,123.45
120,3.52,81.63,277.78
280,2.3,94.49,155.66
160,0.53,10.0,213.89
240,0.69,26.53,142.45
240,3.03,32.04,197.8
240,4.0,13.67,179.0
280,0.93,52.24,102.44
280,0.65,90.82,114.19
200,1.58,70.61,295.98
200,4.0,87.14,323.65
200,2.87,98.16,336.83
280,0.65,32.04,85.11
280,1.17,39.39,102.17
240,2.06,94.49,210.42
280,0.93,70.61,111.57
200,3.03,85.31,332.14
280,1.82,32.04,113.91
160,2.79,98.16,311.09
200,2.06,52.24,297.33
120,3.92,19.18,242.61
280,2.42,79.8,150.97
200,0.28,100.0,276.43
200,1.94,90.82,313.98
160,0.69,87.14,257.44
240,2.14,76.12,203.04
280,1.45,72.45,125.59
160,2.34,94.49,300.63
120,0.0,43.06,191.38
280,2.71,50.41,141.6
160,3.52,48.57,285.38
280,0.28,98.16,107.52
280,3.72,37.55,133.75
240,2.22,17.35,175.61
240,3.68,21.02,185.65
200,2.67,72.45,320.03
200,0.12,59.59,251.48
200,3.92,57.76,309.65
240,0.28,19.18,127.96
280,2.63,88.98,159.46
240,2.26,11.84,173.72
200,2.02,33.88,287.14
120,1.54,96.33,259.26
240,3.03,63.27,213.08
200,0.61,46.73,258.79
240,0.81,66.94,166.6
240,3.52,90.82,222.09
200,0.12,72.45,257.57
240,2.34,32.04,185.22
200,3.39,81.63,327.11
200,0.97,59.59,275.19
120,2.87,41.22,260.07
280,3.76,33.88,131.28
160,3.39,13.67,268.96
120,0.93,17.35,204.89
200,3.35,21.02,297.03
120,0.81,26.53,206.28
200,1.86,77.96,306.04
200,3.07,48.57,313.56
160,0.08,79.8,236.09
160,3.15,43.06,286.05
120,3.23,17.35,248.34
120,1.7,26.53,228.4
200,3.03,61.43,320.45
280,2.95,26.53,134.3
240,2.42,21.02,181.71
160,1.86,74.29,279.83
240,1.9,90.82,205.06
280,0.12,65.1,85.71
240,2.95,19.18,190.97
240,1.54,15.51,159.09
280,1.17,81.63,123.43
280,2.14,15.51,113.18
280,0.44,57.76,91.72
240,3.68,96.33,223.61
120,1.49,11.84,216.67
280,0.61,19.18,76.98
160,2.22,28.37,264.96
240,3.88,66.94,206.77
280,3.11,98.16,170.22
160,1.7,88.98,283.47
240,0.89,46.73,158.54
280,0.0,70.61,85.32
240,1.33,13.67,153.44
160,3.07,87.14,309.16
160,2.38,79.8,294.0
280,2.75,21.02,127.97
280,2.1,28.37,118.17
160,2.51,79.8,296.33
240,3.76,30.2,189.49
160,4.0,54.08,282.97
200,3.6,13.67,291.15
280,2.63,28.37,129.61
240,3.76,70.61,209.48
200,3.07,13.67,296.3
280,0.57,15.51,73.77
160,0.04,30.2,210.1
240,1.86,70.61,194.35
200,0.77,21.02,250.29
120,3.35,15.51,246.24
160,3.27,33.88,280.23
280,3.11,83.47,162.42
160,3.47,44.9,283.66
240,3.43,63.27,209.16
160,0.97,94.49,268.37
160,0.97,61.43,251.47
160,0.36,70.61,240.07
280,1.58,61.43,122.95
200,1.09,52.24,274.56
280,3.15,39.39,140.37
200,3.96,83.47,321.94
280,2.51,66.94,145.97
280,0.65,72.45,104.78
240,3.96,72.45,208.45
160,3.84,81.63,298.36
200,3.43,44.9,308.38
280,3.11,33.88,138.01
120,2.38,100.0,280.33
120,2.18,66.94,259.14
240,0.28,59.59,148.15
200,0.36,54.08,255.81
120,2.67,13.67,242.67
280,3.19,57.76,148.93
160,1.09,24.69,236.76
120,3.52,94.49,284.29
240,3.47,87.14,220.64
280,1.66,59.59,123.86
120,1.78,39.39,236.47
240,1.58,33.88,169.1
280,2.14,10.0,110.41
120,2.46,85.31,274.27
160,1.13,90.82,270.64
240,2.18,17.35,174.37
120,3.11,32.04,257.02
240,1.94,57.76,189.8
200,2.95,65.1,321.88
240,0.0,48.57,134.37
240,0.4,37.55,140.56
120,4.0,85.31,274.94
120,0.77,96.33,240.12
160,1.9,54.08,270.46
280,2.46,72.45,148.0
120,0.61,83.47,229.18
280,1.58,55.92,120.22
120,1.17,28.37,216.61
120,1.7,19.18,224.74
160,0.24,35.71,219.06
240,1.33,48.57,170.62
160,0.44,11.84,212.58
200,2.38,15.51,286.01
280,3.15,83.47,162.26
120,2.3,44.9,250.46
120,2.75,70.61,272.82
120,0.97,48.57,221.59
280,0.61,100.0,117.5
240,0.16,17.35,123.05
280,3.35,63.27,150.31
200,3.15,79.8,328.54
160,1.62,37.55,255.85
120,0.61,44.9,209.91
120,0.89,77.96,234.48
120,3.52,85.31,279.67
240,0.32,41.22,140.45
120,3.64,66.94,268.99
160,2.06,10.0,252.18
160,1.25,37.55,247.1
120,3.92,35.71,250.69
160,1.45,63.27,265.15
240,2.22,88.98,211.06
120,0.69,11.84,195.7
200,1.78,17.35,273.86
120,3.43,68.78,272.34
280,0.65,39.39,88.24
280,1.62,98.16,141.99
160,3.8,98.16,307.29
160,0.69,65.1,246.31
120,2.59,77.96,272.81
160,1.62,88.98,281.93
200,2.14,50.41,298.14
120,1.09,85.31,243.11
120,2.95,13.67,248.2
280,2.06,72.45,139.54
240,3.43,17.35,186.37
120,2.55,66.94,266.56
120,2.79,74.29,275.19
200,3.31,22.86,298.54
120,0.28,10.0,183.34
200,2.34,19.18,286.81
240,0.16,83.47,156.22
200,0.24,44.9,247.67
240,3.27,66.94,212.32
240,2.63,30.2,190.13
240,1.41,39.39,168.17
240,0.61,37.55,145.9
240,0.08,59.59,142.48
280,3.76,92.65,160.77
240,3.43,24.69,189.91
240,3.72,28.37,188.89
120,0.44,48.57,207.32
160,2.83,19.18,272.33
200,2.71,35.71,302.57
120,0.69,90.82,235.24
240,1.49,30.2,165.88
240,1.66,15.51,162.22
120,3.27,55.92,267.48
280,3.15,59.59,150.12
280,3.27,81.63,160.18
240,1.98,41.22,181.94
200,1.74,19.18,273.75
160,1.74,46.73,263.32
240,1.33,10.0,151.73
200,0.12,48.57,245.49
240,0.53,94.49,172.52
160,0.28,22.86,213.66
280,1.74,50.41,120.96
240,3.11,100.0,230.81
120,1.94,37.55,239.63
200,0.85,98.16,290.66
240,1.54,35.71,169.59
160,2.26,21.02,261.8
120,1.01,94.49,245.5
200,1.41,85.31,298.89
280,0.28,79.8,97.92
120,3.92,10.0,237.73
160,2.1,19.18,257.62
160,1.49,48.57,258.69
280,1.49,22.86,101.79
160,2.3,96.33,300.91
200,1.41,83.47,298.07
280,2.63,61.43,145.61
200,1.66,94.49,309.71
120,2.91,61.43,271.36
120,3.27,94.49,286.57
120,3.52,61.43,267.55
200,1.62,87.14,304.99
160,1.82,10.0,247.05
160,2.1,83.47,290.31
120,3.31,33.88,255.55
160,3.07,24.69,277.55
120,1.01,50.41,223.54
240,1.58,57.76,181.41
280,1.09,81.63,121.07
200,2.46,21.02,290.36
280,2.71,77.96,155.47
240,2.46,90.82,217.2
160,3.19,37.55,282.41
160,0.77,54.08,242.61
280,2.87,48.57,143.72
200,0.57,13.67,241.49
160,1.7,15.51,247.02
240,3.72,55.92,202.81
240,0.0,61.43,141.04
240,2.87,76.12,217.99
200,0.4,87.14,273.33
200,0.89,85.31,285.48
280,2.1,43.06,125.48
120,2.87,11.84,246.0
280,2.1,30.2,119.3
280,2.26,30.2,123.06
280,2.59,13.67,121.22
240,0.73,52.24,156.93
240,3.72,96.33,222.96
280,1.45,32.04,105.36
240,2.14,22.86,176.47
240,1.98,63.27,193.19
120,1.45,66.94,242.62
280,3.39,79.8,157.56
280,0.73,88.98,115.13
280,3.31,24.69,131.27
280,0.12,50.41,78.43
160,2.1,92.65,294.43
280,0.0,28.37,64.29
120,1.94,77.96,259.77
200,1.98,57.76,298.47
240,3.11,92.65,227.21
160,3.68,15.51,266.55
160,1.29,55.92,257.18
240,0.4,35.71,139.83
160,0.2,17.35,208.72
160,3.03,68.78,300.18
200,1.82,11.84,271.7
120,1.29,52.24,231.38
200,2.83,17.35,296.03
240,2.26,65.1,199.93
240,2.67,70.61,211.31
280,2.71,24.69,128.74
240,0.32,68.78,154.17
160,3.15,96.33,312.6
200,1.45,44.9,280.05
160,1.29,88.98,273.84
240,0.53,11.84,130.71
200,2.3,54.08,303.83
160,3.6,35.71,277.99
240,1.29,33.88,162.26
200,0.93,37.55,262.97
240,0.69,11.84,135.72
160,3.76,15.51,266.41
160,1.58,10.0,241.58
200,0.08,55.92,248.24
200,1.13,81.63,290.28
200,1.66,55.92,290.05
280,2.51,83.47,154.24
280,1.09,24.69,92.66
280,2.22,26.53,120.13
120,2.99,66.94,275.17
120,0.61,41.22,207.94
160,0.77,55.92,244.12
280,0.65,100.0,118.81
280,4.0,88.98,156.86
160,1.45,11.84,239.59
240,2.67,32.04,191.67
280,2.42,88.98,155.83
200,1.94,87.14,312.13
160,0.65,52.24,238.57
160,2.55,98.16,306.48
280,2.02,26.53,115.73
160,0.08,35.71,214.26
280,3.76,100.0,164.5
160,0.97,90.82,266.64
160,2.38,59.59,284.11
200,2.22,54.08,301.95
200,0.48,22.86,243.56
240,0.32,70.61,155.18
120,1.74,92.65,262.47
280,0.81,88.98,117.09
200,2.51,77.96,319.42
120,2.42,94.49,278.06
160,3.07,28.37,279.43
160,0.85,11.84,223.72
280,3.03,55.92,149.95
120,3.07,88.98,285.81
280,2.71,68.78,151.26
240,2.71,87.14,220.35
280,3.23,37.55,138.37
240,0.73,30.2,145.85
120,3.68,72.45,271.59
120,3.68,88.98,280.14
200,0.4,59.59,259.49
280,1.82,100.0,147.95
280,3.19,61.43,150.68
200,0.93,11.84,249.88
280,2.02,87.14,146.15
200,0.24,92.65,271.64
160,1.17,33.88,243.39
120,0.28,85.31,220.83
120,3.27,33.88,255.98
200,3.27,54.08,314.42
120,3.88,33.88,250.22
200,2.83,57.76,315.39
200,3.6,44.9,306.65
120,3.72,74.29,272.05
240,1.17,83.47,184.08
240,1.62,74.29,189.99
280,1.41,21.02,99.12
120,2.59,68.78,268.53
160,1.17,68.78,260.92
200,2.71,17.35,293.51
120,0.36,70.61,216.07
160,0.4,24.69,218.13
200,1.58,68.78,294.66
200,1.66,41.22,282.95
240,2.46,72.45,208.34
200,1.13,52.24,275.03
120,0.57,44.9,208.96
280,3.8,65.1,146.59
240,0.57,59.59,156.45
120,0.89,72.45,231.33
280,2.79,63.27,149.96
200,1.74,61.43,295.15
240,3.23,61.43,210.55
120,2.71,96.33,284.82
240,3.35,24.69,190.72
280,1.01,41.22,98.97
160,2.67,52.24,286.12
240,3.39,15.51,186.04
280,1.74,66.94,129.42
280,1.54,57.76,120.24
200,2.63,94.49,330.33
280,0.44,17.35,71.43
280,0.57,87.14,110.05
200,2.06,83.47,312.84
200,2.06,54.08,298.41
240,2.75,76.12,215.43
120,2.95,59.59,270.93
160,0.24,17.35,209.83
200,3.11,13.67,295.82
160,3.76,10.0,263.11
200,2.1,100.0,321.92
240,2.99,90.82,227.06
160,1.29,28.37,243.48
200,2.59,52.24,308.51
240,1.13,96.33,189.44
120,0.57,21.02,197.27
160,2.1,66.94,281.16
240,3.47,32.04,193.45
200,3.19,54.08,315.15
160,2.75,96.33,309.37
280,0.65,92.65,114.76
240,3.23,32.04,195.57
200,2.99,44.9,312.34
200,2.67,59.59,313.82
120,3.11,48.57,265.1
280,3.19,28.37,134.33
120,3.15,10.0,245.19
120,3.84,44.9,256.15
120,3.68,55.92,263.43
160,2.02,44.9,268.95
160,2.99,48.57,290.23
200,2.02,15.51,278.18
120,0.24,32.04,193.49
120,2.79,79.8,277.63
280,1.09,63.27,111.99
120,1.05,35.71,216.87
280,2.3,79.8,148.3
200,3.43,87.14,329.19
240,3.11,74.29,218.3
160,2.1,88.98,292.62
120,2.59,32.04,250.09
280,1.74,76.12,134.61
240,0.2,87.14,159.8
280,4.0,52.24,137.89
200,1.7,94.49,310.26
160,1.49,59.59,264.49
200,2.38,70.61,313.31
160,2.34,76.12,291.09
120,0.89,92.65,241.4
280,1.94,70.61,136.16
160,2.59,63.27,290.0
160,2.02,43.06,268.18
240,3.03,10.0,186.45
200,0.0,90.82,263.61
160,2.26,63.27,283.41
280,0.32,39.39,79.01
120,2.71,41.22,257.32
120,1.78,41.22,237.82
280,2.59,43.06,135.7
280,1.7,61.43,126.13
200,3.19,44.9,310.58
120,2.91,22.86,251.73
160,0.04,59.59,224.94
160,2.87,57.76,292.95
160,3.11,33.88,281.75
240,0.69,30.2,144.98
280,1.13,37.55,100.64
240,3.19,28.37,194.0
200,3.31,98.16,335.61
240,2.26,15.51,175.29
120,0.08,98.16,221.6
240,1.01,48.57,162.63
160,0.57,28.37,224.41
160,2.87,61.43,294.46
160,3.19,94.49,311.28
120,3.31,13.67,245.28
280,2.91,54.08,147.27
240,0.77,59.59,161.64
160,1.9,30.2,258.73
240,2.79,48.57,202.12
280,1.33,100.0,136.37
160,0.44,19.18,216.39
240,1.86,77.96,197.84
200,2.91,21.02,298.86
160,3.03,63.27,297.36
280,2.55,30.2,128.72
160,2.55,54.08,284.74
240,0.73,11.84,136.8
200,1.25,43.06,273.92
280,3.35,96.33,166.66
120,3.68,26.53,248.44
280,0.12,17.35,62.28
120,2.1,66.94,257.22
240,1.98,54.08,188.36
