Concentration,Temperature,Doping (mol%),Response
168.54,224.52,0,3.03
124.68,153.22,6,1.06
51.55,231.31,0,3.48
183.78,273.96,0,2.85
316.29,222.91,6,10.67
140.28,223.89,6,10.47
145.71,192.51,0,2.05
298.65,282.09,9,3.27
397.01,291.82,3,4.05
32.46,193.45,3,2.38
100.1,172.34,0,1.56
221.74,172.83,6,3.82
198.37,206.94,9,6.98
109.92,259.46,0,3.62
132.54,276.89,3,4.15
164.48,214.68,3,5.01
266.75,250.36,6,7.16
277.38,189.22,9,4.84
47.27,176.61,0,1.61
325.79,176.47,0,1.91
135.08,216.32,9,6.85
204.89,275.5,0,2.76
376.82,277.88,9,3.82
30.82,285.8,6,4.8
285.63,241.47,0,3.66
55.17,238.31,9,5.92
345.33,254.98,0,3.81
165.05,177.38,6,4.48
220.46,233.74,3,6.02
18,265.63,3,4.59
372.59,158.75,9,1.66
127.13,161.7,9,1.96
305.17,245.39,9,5.59
323.15,289.02,9,2.55
316.63,179.41,6,5.75
15.74,249.17,6,7.63
372.79,177.52,9,3.5
206.27,266.33,0,3.17
345.89,187.05,6,6.19
52.63,245.6,6,7.98
393.59,236,6,9.81
210.07,278.58,9,3.77
52.63,245.6,0,3.81
117.18,254.63,9,5.45
279.26,185.02,0,2.04
114.97,225.43,9,6.28
353.51,227.18,6,11.49
366.85,284.47,9,3.1
231.31,169.89,6,3.75
185.31,227.53,9,6.33
278.82,281.95,9,3.26
39.36,276.69,0,2.82
35.39,200.78,9,6.42
378.78,152.52,9,1.51
32.5,227.67,9,6.03
188,263.6,9,5.05
201.25,174.51,6,3.75
48.33,250.78,9,5.39
47.33,287.27,6,4.7
287.68,243.22,6,8.98
100.69,266.82,9,4.87
372.24,266.75,0,3.11
375.8,153.64,0,0.86
67.8,167.79,6,1.56
323.87,283.27,3,4.04
123.81,185.16,6,5.45
326.92,241.96,0,3.73
56.05,214.36,6,11.44
339.86,187.54,0,1.94
84.07,269.97,9,4.64
8.76,224.24,9,6.45
137.09,269.46,3,4.36
381.83,279.29,3,4.22
305.95,255.68,0,3.86
242.05,216.53,9,6.79
293.12,281.25,6,5.53
319.76,192.79,0,2.18
20.59,160.37,6,1.7
275.81,251.97,6,7.64
264.08,172.55,6,2.78
27,186.77,3,1.75
174.75,201.34,9,6.25
2.3,253.86,0,3.77
236.12,213.73,0,2.76
57.63,225.49,3,5.75
88.74,177.24,9,3.49
206.24,250.22,0,4.07
325.52,185.23,0,2.01
108.1,250.5,9,5.39
393.63,224.31,6,9.34
190.57,151.88,3,1.06
46.62,228.58,9,6.12
36.51,178.64,0,1.81
277.99,238.94,0,3.67
252.55,266.46,3,4.3
331.44,211.21,9,7.15
306.21,289.37,6,5.1
85.4,281.04,0,2.54
14.67,248.19,0,4.05
303.72,223.46,3,5.59
51.03,195.87,0,2.28
336.87,288.59,3,3.93
109.69,235.93,6,9.26
272.52,210.58,9,7.4
395.98,199.37,6,9.94
294.27,286.78,6,4.4
359.83,202.18,6,9.83
307.78,232.69,3,6.05
96.82,239.36,0,3.81
249.43,265.07,6,6.12
131.28,286.43,6,5.3
252.37,272.84,9,4.52
382.65,289.79,0,2.21
78.33,164.56,3,1.38
365.52,198.25,3,2.76
207.08,239.99,0,3.47
36.59,228.16,0,3.39
38.29,260.31,0,3.48
297.99,189.64,9,4.79
265.4,164.5,0,1.36
393.47,270.32,0,3.06
91.75,222.94,3,5.55
224.27,203.95,3,3.68
356.67,231.45,9,5.87
246.39,282.79,0,2.46
242.69,206.24,0,2.54
156.9,189.64,0,1.89
314.07,151.75,6,1.42
49.17,152.4,3,1.06
271.9,171.15,9,2.68
142.7,154.41,6,0.66
299.84,182.22,9,4.02
373.89,277.34,3,4.12
202.36,205.47,0,2.59
37.47,165.55,0,1.41
60.02,273.54,0,2.83
17.27,280.69,0,2.68
304.78,154.06,9,1.34
331.59,181.31,9,3.98
171.6,177.8,6,5.01
235.28,284.89,6,3.5
43.89,273.12,0,3.04
12.26,243.78,6,8.38
109.69,235.93,0,3.42
383.05,263.67,6,5.69
298.29,283.35,0,2.46
259.99,169.4,0,1.42
182.26,184.32,6,5.93
93.53,255.13,3,4.73
321.42,205.45,3,3.99
72.57,213.17,6,11.35
375.68,239.08,9,5.93
212.42,163.24,9,2.06
156.43,246.72,6,7.67
83.04,289.93,9,2.48
53.78,279.84,9,3.68
33.42,200.58,3,3.09
135.61,163.59,6,1.83
172.83,278.93,0,2.45
209.36,286.19,3,3.97
294.75,260.1,6,6.51
248.45,272.56,9,4.47
172.3,209.32,9,7.34
207.23,288.18,6,4.81
12.57,157,0,0.9
269.46,202.18,9,6.4
254.56,157.07,0,1.01
51.55,191.11,6,7.26
5.47,266.16,3,4.47
298.6,165.2,6,1.82
87.69,242.66,0,3.75
299.8,272.35,9,4.32
166.63,176.64,3,1.5
22.67,259.63,3,4.44
277.23,226.55,9,6.27
380.35,235.44,0,3.3
56.9,270.46,6,5.72
311.94,232.36,6,8.95
238.27,281.39,3,4.2
172.12,237.89,6,8.47
327.64,219.26,6,11.19
232.26,282.97,3,4.04
2.75,239.74,3,5.41
94.77,290.92,3,3.83
74.63,196.78,0,2.04
317.62,288.88,9,2.69
121.7,151.12,0,0.74
62.4,150.35,0,0.79
81.61,282.58,0,2.49
189.28,236.63,0,3.41
143.39,155.46,0,1
303.6,179.71,3,1.47
184.8,205.19,0,2.55
17.27,280.69,6,5.41
2.21,155.04,6,1.24
135.61,280.13,9,3.56
297.58,203.44,6,10.36
391.66,263.98,3,4.64
318.18,264.37,6,6.48
241.41,253.4,3,4.65
215.21,226.76,3,5.97
51.55,191.11,0,2.05
227.18,221.23,6,10.8
188.83,210.02,0,2.75
191.67,255.12,6,6.62
324.99,272.24,3,4.35
40.57,256.66,0,3.57
146.25,265.56,9,4.66
320.14,262.55,0,3.54
347.18,230.12,9,5.94
392.48,167.56,3,1.65
205.38,277.6,9,3.82
286.53,275.78,0,2.74
357.02,158.26,6,1.89
382.6,276.06,0,2.95
153.26,216.88,6,11.85
75.21,282.86,6,5.62
195.27,296.17,3,4.11
286.99,227.74,9,5.94
295.21,217.16,6,11.51
90.91,254.49,0,3.72
358.71,196.99,0,2.1
95.35,245.11,9,5.64
106.08,165.69,0,1.3
12.19,232.99,3,5.88
372.73,221.79,9,6.59
129.8,211.38,3,4.61
12.92,166.6,9,2.35
390.45,161.84,9,2.13
4.34,227.18,9,6.15
91.55,216.63,3,5.06
328.74,180.61,0,1.68
254.55,211.31,3,4.69
212.47,249.03,0,3.9
189.39,173.88,0,1.64
11.06,190.34,9,5.14
202.99,231.73,0,3.33
354.48,284.19,6,4.39
277.99,238.94,6,9.48
90.61,244.85,3,5.13
352.67,246.72,9,5.44
67.57,228.72,9,6.05
370.8,264.79,6,5.39
328.39,242.15,3,5.37
160.34,205.12,6,10.9
251.82,153.9,3,1.03
159.6,207.22,6,11.39
35.06,265.84,6,6
106.23,161.93,3,1.36
207.57,216.95,6,11.46
6.5,269.08,3,4.29
129.41,269.23,3,4.33
375.93,202.6,6,9.59
107.86,257.92,9,5.17
348.04,223.4,6,11.59
336.8,280.13,0,2.62
36.51,178.64,6,4.79
295,207.99,0,2.6
218.57,182.72,3,1.85
16.04,244.48,6,8.09
119.02,281.53,0,2.37
291.51,269.16,3,4.24
277.58,204.63,0,2.56
361.73,185.65,9,4.37
298.29,283.35,6,4.75
39.67,282.37,6,5.11
187.64,223.01,3,5.41
230.74,242.9,3,5.28
266.01,216.6,0,2.9
69.28,173.95,0,1.64
252.73,222,9,6.58
286.98,208.76,9,7.19
170.99,262.33,3,4.61
278.41,168,6,2
36.48,179.55,0,1.76
36.28,227.32,9,6.12
270.2,204.7,9,6.61
180.09,212.75,9,7.23
304.31,156.44,0,0.96
73.36,151.05,0,0.78
392.7,193.63,9,5.39
89.85,278.79,6,4.87
314.08,164.03,3,1.34
336.85,186.63,6,6.82
374.78,265.91,0,3.18
1.98,249.87,0,4.2
182.09,238.45,6,8.54
48.16,253.63,3,4.66
10.61,213.1,6,11.13
138.14,180.99,3,1.79
79.82,243.57,0,3.68
27.05,262.48,0,3.39
399.45,254.98,9,5.62
262.59,278.51,6,5.17
106.24,228.3,6,10.41
208.58,169.21,3,1.61
234.74,195.66,6,8.67
291.73,279.14,9,3.88
288.98,166.46,0,1.44
70.86,282.59,3,4.09
112.31,166.53,6,1.12
323.55,239.22,9,5.8
117.34,267.96,3,4.38
128.6,151.8,3,0.99
225.15,173.11,9,2.88
368.3,231.64,3,5.88
45.93,198.6,0,2.42
238.74,218.56,6,11.6
246.86,247.91,0,4.04
360.01,259.18,0,3.51
390.29,203.58,9,6.57
265.41,208.9,0,2.73
31.38,171.78,0,1.66
107.08,159.66,9,1.82
77.96,261.99,9,5.08
57.96,160.65,6,1.12
220.27,248.22,3,4.95
278.57,202.15,3,3.41
372.3,177.66,6,4.07
4.85,272.7,0,2.83
372.62,242.07,3,5.26
259.75,300,3,3.93
128.67,170.71,3,1.53
259.68,182.29,6,5.44
110.69,189.29,9,4.85
109.58,174.23,9,2.95
304.49,241.4,9,5.74
16.63,249.59,6,7.37
19.89,257.64,9,5.2
47.57,287.62,9,2.75
358.08,194.19,6,9.22
226.31,235.32,3,5.56
350.71,203.72,0,2.69
72.39,246.02,6,8.86
160.77,224.03,6,11.38
33.83,220.69,3,5.37
32.91,181.66,9,3.91
322,285.52,0,2.23
294.03,176.89,0,1.63
271.13,158.63,3,1.25
17.7,254.7,9,5.38
237.61,287.13,9,2.88
51.81,228.37,0,3.26
228.02,168.07,6,2.59
269.01,179.27,6,5.27
114.57,170.87,9,2.63
134.08,207.36,0,2.73
246.01,277.6,0,2.67
357.58,196.64,9,5.7
98.57,179.34,9,3.43
141.3,276.2,0,2.68
72.46,257.57,0,3.67
212.12,277.81,0,2.73
314.15,152.24,9,1.19
294.01,296.02,3,4.04
77.57,214.5,9,7.12
155.42,254.21,0,3.64
383.05,270.81,3,4.26
259.03,165.34,9,2.29
135.61,163.59,0,1.29
130.08,247,6,8.03
173.76,191.8,3,2
41.5,201.97,9,6.23
76.24,240.57,3,5.3
42.87,194.4,6,8
180.34,206.59,6,11.5
355.97,263.31,3,4.35
117.13,278.09,0,2.68
210.82,271.3,0,2.95
167.89,235.72,6,9.27
180.55,234.81,0,3.32
302.47,264.16,0,3.34
312.95,252.88,6,7.38
351.41,253.09,6,7.06
226.03,169.96,3,1.66
26.47,235.54,3,5.64
134.05,231.38,0,3.12
193.73,259.39,9,4.92
205.23,244.69,9,5.72
55.99,293.25,3,4.01
328.12,192.58,9,5.24
301.8,208.13,9,7.03
270.78,199.22,3,3.05
351.19,267.03,6,5.55
226.29,230.05,6,10.16
33.09,224.89,3,5.56
92.43,211.63,6,12.55
199.35,208.41,0,2.65
113.4,206.38,9,6.85
41.78,242.82,3,5.18
171.25,196.85,9,5.97
9.83,234.11,6,9.36
104.95,158.26,9,1.52
326.89,163.03,0,1.3
309.11,235.09,3,5.67
46.54,247.77,3,4.86
398.23,272.09,3,4.4
64.3,231.52,6,10.42
129.73,264.21,3,4.42
389.23,176.86,3,1.64
49.75,160.36,3,1.34
100.4,172.44,3,1.6
118.37,266.76,3,4.47
236.26,178.66,3,1.42
283.62,257.85,6,6.59
197.05,190.76,6,7.91
67.05,194.33,9,5.59
249.87,277.32,6,4.94
115.45,198.74,6,9.67
194.29,183.34,9,4.28
140.65,256.59,6,6.62
105.85,211.42,9,7.26
72.49,200.5,0,2.24
64.58,294.97,3,3.95
329.87,229.84,6,9.97
151.45,233.69,9,5.89
263.23,236.7,9,5.91
214.31,161.42,6,1.11
115.77,214.08,9,7.09
74.08,276.55,0,2.79
358.95,208.9,9,7.2
42.27,269.41,6,5.42
394.26,160.79,6,1.62
204.84,162.05,6,1.54
189.57,209.73,3,4.46
117.28,179.13,0,1.93
77.99,208.9,3,4.46
348.74,231.1,0,3.34
158.05,159.23,3,1.09
204.84,162.05,0,1.21
358.05,275.01,6,4.44
179.91,271.58,6,4.86
196.65,173.81,6,3.04
278.85,218.28,3,5.09
108.33,171.64,0,1.53
4.11,254.35,9,5.27
370.87,264.44,0,3.24
387.89,244.32,3,5.18
24.72,238.39,3,5.4
14.46,265.56,0,3.28
71.7,183.17,3,1.49
299.05,160.02,9,1.74
240.98,254.98,3,4.61
107.27,259.33,3,4.6
230.61,215.76,6,11.04
74.11,229.09,3,5.88
41.97,239.29,0,3.59
147.29,160.16,9,1.95
219.81,268.99,0,3.07
219.18,273.19,0,3
214.37,219.71,3,5.22
347.22,267.1,6,5.53
335.66,287.24,3,4.04
114.79,205.05,9,6.64
227.32,165.48,6,1.05
171.63,243.64,9,5.62
270.93,181.24,9,3.82
288.74,225.99,9,6.39
387.96,150.77,0,0.78
213.67,155.18,9,1.65
109.92,259.46,6,6.87
247.76,267.03,9,4.94
82.53,192.44,0,2.1
4.65,238.52,0,3.56
81.51,153.92,9,1.45
8.79,246.02,9,5.58
28.93,150.45,3,1.17
133.7,218.63,0,2.99
84.26,245.32,0,3.87
277.98,295.8,3,3.97
299.18,274.66,9,4.13
163.33,245.53,9,5.61
32.73,203.93,9,6.53
198.92,160.65,9,1.75
10.77,167.37,9,2.28
329.16,245.25,9,5.8
273.3,229.42,0,3.16
88.19,226.76,6,10.53
365.95,166.95,0,1.44
268.95,260.61,3,4.46
176.08,286.29,6,4.93
312.97,291.75,3,4
11.99,250.5,0,4
173.93,219.12,6,11.63
42.27,269.41,0,3.01
55.8,151.47,0,0.83
244.74,151.4,6,2.12
225.87,171.08,9,2.71
397.95,270.11,6,5.45
36.7,192.51,9,5.21
258.37,196.08,0,2.3
320.58,234.79,3,5.74
199.35,208.41,6,11.05
263.56,237.26,9,5.8
174.45,214.08,6,11.48
62.57,172.27,6,3.29
6.84,248.89,9,5.62
113.94,160.09,6,1.55
320.39,242.75,3,5.4
27.92,272.21,9,4.46
277.41,233.27,9,5.92
150.23,169.75,0,1.65
11.99,250.5,6,7.58
201.63,220.25,9,6.8
224.51,156.51,6,1.1
298.18,195.73,6,8.27
151.93,211.35,9,7.36
283.73,178.96,3,1.67
233.09,272.16,3,4.27
54.58,261.01,0,3.52
139.55,200.01,0,2.4
289.81,212.4,9,7.1
94.03,159.59,9,1.96
181.22,220.39,9,6.56
283.27,233.27,0,3.23
390.34,171.36,6,3.01
276.35,218.21,3,5.33
175.79,153.64,9,1.46
164.32,290.02,3,4.1
74.11,288.22,3,3.97
31.09,184.81,0,1.93
203.35,188.8,9,4.77
138.35,233.48,6,9.35
93.44,225.01,6,10.93
23.23,150.42,6,2.25
134.64,199.16,0,2.3
281.14,190.83,9,5.22
74.45,174.84,3,1.48
213.04,199.02,6,9.31
163.58,272.42,9,4.53
47.53,182.15,0,1.74
268.9,283.12,3,4.03
98.56,219.19,6,11.08
74.21,236.77,6,10.04
228.65,198.04,0,2.32
130.69,202.67,9,6.47
202.21,185.02,9,4.39
39.86,214.57,9,7.19
290.58,282.23,6,4.6
110.2,209.18,9,7.39
97.72,158.47,9,1.88
312.3,269.9,6,4.42
236.74,151.89,9,1.5
313.28,162.98,3,1.36
63.82,242.52,0,3.75
156.91,160.3,9,2.01
341.75,246.09,0,3.71
357.93,241.82,0,3.75
61.02,206.1,6,10.55
273.47,236.77,9,5.83
49.75,279.21,9,3.54
297.08,244.13,6,8.72
294.56,248.26,0,4
92.95,151.35,3,0.94
201.03,268.43,0,3.03
258.6,153.22,9,1.48
209.09,156.72,6,1.42
38.67,264.02,0,3.31
392.84,173.74,9,3.12
258.07,162.19,0,1.25
337.68,251.75,3,4.7
14.62,209.95,6,10.78
89.54,237.96,9,5.69
89.53,227.88,0,3.23
298.98,163.66,3,1.23
391.85,167.86,9,2.42
167.41,173.25,9,3.06
23.83,285.97,3,4.22
392.47,232.01,6,9.99
330.37,285.07,3,4.26
46.83,180.05,0,1.63
316.73,162.82,9,2.15
327.44,269.34,9,4.65
361.75,277.46,9,3.9
256.79,260.45,6,6.91
222.15,243.15,6,9.14
165.88,263.88,9,5.07
110.99,236.97,3,5.55
293.97,241.02,3,5.43
330.92,249.42,3,4.64
393.76,215.27,6,10.61
61.56,259.18,3,4.39
45.93,198.6,6,9.77
100.37,158.89,9,1.82
199.98,273.36,3,4.14
384.98,159.8,0,1.17
339.86,187.54,6,6.34
187.46,182.01,6,4.84
60.9,182.64,9,4.09
325.79,176.47,6,5.12
194.04,204.7,3,3.71
234.31,175,6,3.56
84.04,295.27,3,4.03
272.09,275.57,0,2.84
54.53,252.53,9,5.31
391.58,213.24,9,7.01
132.91,225.22,9,6.37
246.05,233.29,3,5.78
305.52,185.23,9,4.32
380.09,219.89,0,2.89
136.32,177.59,0,1.85
200.61,238.92,3,5.56
346.47,150.49,0,0.89
90.15,164.48,3,1.24
232.59,264.86,9,5.04
269.15,193.37,3,2.11
309.12,207.85,3,4.15
372.3,177.66,0,1.68
194.41,284.4,9,3.21
378.39,288.52,3,4.15
260.04,198.74,9,6.02
204.54,169.19,6,2.07
331.02,271.86,0,2.92
67.57,192.02,6,8.29
110.43,197.76,9,5.81
107.87,168.14,9,2.42
326.18,155.11,0,1.14
163.87,292.27,3,3.97
222.03,282.65,6,4.78
178.88,266.19,0,3.3
112.74,176.54,0,1.62
176.84,258.58,3,4.64
132.88,175.66,3,1.61
266.78,224.17,9,6.61
109.36,186.91,0,2.01
328.56,204.55,3,3.8
370.64,190.41,6,7.89
67,223.24,3,5.45
330.43,265.35,6,6.37
258.99,256.17,0,3.84
99.38,154.48,9,1.48
234.08,267.24,9,4.86
23.42,285.87,0,2.4
224.88,247.47,3,4.98
368.08,244.34,9,5.73
175.68,199.52,3,3.03
346.44,261.96,3,4.44
29.4,247.42,6,7.48
67.21,260.03,6,5.75
184.22,280.06,6,4.8
278.39,172.06,0,1.56
93.22,249.87,9,5.57
311.64,245.74,9,5.64
140.49,231.42,3,5.96
308.03,258.2,9,5.22
299.86,233.9,0,3.38
245.57,275.15,6,4.79
55.86,250.43,6,7.36
40.76,155.03,3,1.23
70.12,175.35,9,3.19
117.44,168.84,0,1.47
144.05,265.77,6,5.66
389.74,153.78,9,1.55
348.67,171.57,9,2.78
335.25,251.34,0,3.99
362.14,175.7,0,1.67
124.69,203.3,6,10.45
359.98,228.93,9,6
373.09,185.86,0,1.95
296.45,200.64,0,2.49
238.84,207.22,9,7.05
317.68,284.75,6,5.81
209.89,235.77,3,5.67
204.25,261.43,9,5.19
264.76,186.42,9,4.67
269.9,210.51,9,7.24
215.04,213.52,9,7.27
207.36,275.29,0,2.92
263.05,165.41,0,1.57
303.14,173.18,0,1.51
159.53,255.4,6,6.64
304.41,152.8,9,1.29
97.21,250.57,9,5.61
354.89,156.16,6,0.99
162.95,297.6,3,3.98
125.3,168.42,9,2.37
250.96,247.21,9,5.64
154.44,175.56,6,3.62
65.21,181.74,3,1.77
3.06,215.41,9,6.82
333.04,292.87,3,3.99
309.16,238.24,9,5.8
237.22,284.26,0,2.37
223.11,263.32,0,3.29
222.93,212.96,3,4.7
267.02,191.74,6,7.71
357.82,214.57,6,11.41
161.72,160.58,3,1.4
117.93,192.72,9,5.13
10.31,253.33,3,4.82
316.01,267.24,0,3.3
323.35,165.76,9,2.22
185,278.65,9,3.72
69.64,276.62,0,2.58
371.66,235.39,3,5.74
278.41,168,0,1.36
21.83,284.09,3,4.01
199.3,285.73,0,2.48
265.52,248.33,6,8.21
287.07,245.6,9,5.54
4.86,184.44,3,1.6
23.18,242.1,9,5.68
345.2,221.14,3,5.33
386.33,269.06,0,3.08
354.47,250.25,3,4.73
14.67,193.98,6,8.43
355.63,259.95,9,5.23
47.29,270.21,3,4.23
258.19,166.67,0,1.32
141.52,197.95,3,2.74
91.56,270.32,9,4.73
391.99,278.16,0,2.74
207.62,262.41,6,5.66
44.78,269.48,9,4.61
41.45,230.89,9,5.87
318.37,230.29,3,5.98
6.78,161.63,3,1.22
208.9,170.66,0,1.45
395.11,260.94,6,6.5
196.85,190.48,6,6.78
16.02,231.72,3,5.88
109.62,215.83,0,2.72
261.6,203.79,9,6.51
294.03,176.89,6,3.75
195.4,219.78,3,5.18
151.88,213.66,0,3.01
272.06,230.75,6,9.34
376.98,258.41,9,5.02
13.01,237.33,0,3.42
167.42,238.8,9,5.59
323.57,199.23,9,5.98
319.23,246.3,9,5.67
299.45,226.34,9,6.12
367.03,213.8,9,6.99
61.34,255.68,9,5.22
100.35,277.41,3,4.24
91.81,272.98,9,4.55
97.44,286.64,9,2.92
212.47,249.03,6,7.3
240.75,278.23,0,2.69
132.97,240.42,9,5.57
312.22,271.09,9,4.51
119.75,223.91,3,5.43
73.78,286.64,3,4.06
331.06,222.63,9,6.48
246.71,194.05,3,2.26
337.04,263.95,9,4.95
164.41,259.04,6,6.07
296.86,239.99,9,5.76
365.98,286.29,9,2.93
220.38,182.5,9,3.99
259.04,174.72,9,3.12
164.41,259.04,0,3.47
157.24,254.68,3,4.7
266.64,169.81,3,1.47
220.09,258.34,0,3.61
377.85,251.41,6,7.95
15.09,241.26,9,5.72
286.86,223.82,9,6.23
393.87,280.55,0,2.71
381.66,195.1,9,5.56
41.25,178.01,0,1.58
305.18,196.08,9,5.74
24.54,269.83,0,3
174.8,168.46,3,1.41
37.77,269.61,3,4.07
233.52,274.1,9,4.28
70.12,263.74,6,6.95
311.64,219.26,3,5.12
32.37,267.38,6,6.31
129.53,250.15,9,5.42
0.8,200.2,3,3.29
27.77,262.34,0,3.33
166.33,293.32,3,4.17
324.88,156.02,9,1.76
254.47,287.13,0,2.42
115.45,198.74,0,2.39
256.35,191.39,0,2.09
325.75,283.64,3,4.09
15.77,220.95,0,2.9
129.18,171.5,0,1.49
234.49,205.4,6,10.82
69.94,268.36,0,3.14
93.68,201.55,3,3.32
177.57,195.92,3,2.63
303.31,234.04,0,3.37
280.99,168.7,0,1.31
15.7,266.68,9,4.75
34.71,207.5,9,7.06
72.36,292.42,3,4.06
204.89,275.5,6,5.06
302.92,169.36,3,1.53
170.09,214.71,0,2.94
133.4,207.57,0,2.86
12.26,243.78,0,3.77
102.71,256.8,0,3.77
5.82,189.43,6,7.09
14.38,169.96,0,1.3
150.88,203.44,9,6.79
300.38,186.32,3,1.67
276.76,164.78,0,1.43
142.27,217.58,6,11.99
161.39,188.87,0,2.02
382.05,150.53,3,1.09
122.21,266.05,0,3.33
228.33,204.91,9,6.81
202.1,178.15,6,4.42
176.61,179.83,0,1.7
305.48,286.12,3,4.03
204.54,169.19,0,1.37
183.83,225.86,3,5.71
384.07,160.09,9,1.83
34.81,230.07,3,6.11
35.12,299.4,3,4.08
9.68,287.97,0,2.34
147.01,268.64,6,5.67
153.83,218.35,9,6.78
65.93,280.76,0,2.68
75.27,229.84,9,6.09
348.04,223.4,0,3.18
268.46,208.6,3,4.18
186.58,273.26,9,4.34
60.58,281.24,3,4.23
234.49,205.4,0,2.58
83.02,231.87,3,5.88
109.05,257.36,6,6.58
140.21,203.65,9,6.79
82.44,229.63,9,6.02
280.83,184.6,9,4.25
201.37,192.58,0,2
345.66,189.78,9,5
12.2,170.31,0,1.49
232.69,279.59,3,4.24
329.9,195.77,3,2.64
98.38,196.64,6,8.91
277.45,175.74,3,1.54
34.26,261.92,6,6.2
43.66,167.02,9,2.25
214.12,272.56,0,2.63
253.13,237.68,9,5.83
57.56,219.05,9,6.99
88.31,235.09,0,3.53
144.02,157.28,3,1.21
48.23,222.35,6,11.27
23.98,265.33,3,4.36
171.28,261.22,0,3.36
312.81,265.42,0,3.35
321.19,175.91,9,3.21
66.51,217.09,6,11.57
41.14,263.83,3,4.52
372.91,223.12,9,6.38
247.3,193.7,6,9.13
346.83,169.05,6,3.11
326.98,266.89,0,3.21
47.84,156.3,0,1.03
108.32,192.92,3,2.23
177.29,239.29,9,5.93
225.41,266.05,9,5.1
363.74,195.24,9,5.49
307.31,224.38,0,3.17
153.73,225.36,6,9.87
184.62,282.02,6,4.99
48.6,279.28,6,5.59
287.04,261.29,6,6.29
236.94,245.18,6,8.2
209.24,183.55,6,6.3
169.05,177.76,3,1.62
10.08,295.42,3,4.11
83.4,266.68,6,5.26
81.93,213.59,9,6.91
152.25,266.96,0,3.13
105.25,265.7,0,3.23
257.32,175.28,0,1.81
246,168.21,6,1.93
378.03,247.98,9,5.5
229.25,234.81,9,5.75
77.85,271.65,0,2.83
7.36,215.55,6,10.82
40.57,256.66,6,6.25
244.39,258.97,6,6.94
104.42,237.87,3,5.56
25.66,248.33,9,5.6
389.52,256.7,3,4.6
229.18,232.64,9,6.04
247.27,223.19,9,6.52
319.02,238.31,6,9.06
304.92,215.58,3,4.92
86.33,170.8,0,1.55
131,195.03,0,2.1
274.24,215.48,9,6.88
15.59,213.03,3,4.72
335.4,193.6,3,2.24
103.96,165.31,3,1.24
280.24,273.14,3,4.39
72.73,150.98,0,0.66
50.07,237.75,0,3.55
355.79,223.75,9,6.37
149.25,217.91,3,5.1
274.05,197.35,3,2.95
138.44,267.66,6,5.88
287.68,204.84,9,6.53
356.26,298.12,3,4
309.26,162.16,3,1.42
390.87,252.67,6,8.01
302.13,233.2,9,5.92
74.58,226.83,6,9.49
164.74,199.93,6,9.96
15.58,215.66,3,5.1
170.45,257.38,3,4.7
131,195.03,6,7.91
276.64,201.83,9,6.25
292.89,220.25,6,10.79
373.55,249.38,6,7.83
14.62,209.95,0,2.62
221.89,289.64,3,4.09
228.31,196.15,0,2.27
262.69,246.93,0,3.95
308.61,244.13,9,5.68
191.39,266.26,9,4.95
123.78,196.36,9,5.89
209.23,201.34,6,9.18
287.68,243.22,0,3.85
355.22,267.38,9,4.52
158.04,151.61,9,1.3
198.71,260.87,6,6.32
209.09,156.72,0,1.06
239.46,150.21,0,0.96
373.77,256.52,6,7.03
75.42,190.97,3,1.99
157.83,258.73,3,4.58
380.56,258.55,6,6.48
15.72,192.72,0,2.25
133.68,292.57,3,4.07
312.59,171.5,9,2.78
213.38,203.02,0,2.51
368.97,291.45,3,4.03
34.27,270.95,9,4.65
171.02,156.79,0,1.06
271.58,217.44,9,6.88
327.17,233.13,9,6.01
13.47,212.73,3,4.86
295.38,253.02,0,3.79
232.5,198.81,6,8.9
215.81,175.7,9,3.31
6.64,161.98,0,1.14
319.27,211.56,9,7.19
199.77,207.01,9,7.05
205.54,179.86,3,1.64
8.23,150.7,0,0.78
43.46,267.66,9,4.77
323.36,246.27,3,5.12
51.09,265.28,6,5.79
344.55,279.7,6,4.34
374.46,167.93,6,2.98
351.21,287.77,3,3.92
266.88,226.46,3,5.78
16.77,249.5,3,4.74
276.91,220.46,6,11.55
132.98,185.64,3,1.71
393.94,206.73,0,2.58
383.74,150.84,9,1.15
246.84,273.89,3,4.27
19.63,249.59,9,5.31
280.37,208.83,9,7.31
22.55,186.98,0,2.04
108.65,240.5,3,5.3
273.32,234.46,6,9.18
369.78,226.27,9,6.17
62.53,161.14,9,1.8
246.86,247.91,6,8.36
226.47,215.06,3,4.91
12.47,218.21,0,2.86
101.24,190.6,3,1.77
300.31,234.94,3,5.86
211.09,272.28,9,4.47
126.38,234.25,9,5.85
94.42,247.35,0,3.94
43.89,273.12,6,6.09
98.14,217.37,0,2.9
96.82,160.86,6,1.12
232.79,238.17,0,3.52
303.31,234.04,6,9.64
284.57,282.79,9,3.33
131.5,190.83,0,2.35
368.34,206.94,0,2.63
353.18,164.78,9,2.14
239.26,215.55,9,7.11
7.29,255.96,6,5.87
278.06,261.08,0,3.46
63.62,211.28,9,7.18
310.64,236.91,6,9.1
30.42,206.73,9,6.9
285.34,194.12,0,2.05
216.56,178.71,9,3.74
158.5,227.46,6,10.72
317.04,231.04,3,5.9
37.59,169.82,6,2.05
130.07,155.95,0,0.96
169.69,181.66,0,1.75
287.62,217.65,6,10.93
146.54,151.61,0,0.71
387.14,277.11,6,4.61
223.22,160.58,9,1.83
