Concentration,Temperature,Dose(mol%),Response
145.64,143.69,1,18.29
107.12,47.1,1,10.77
180.39,126.16,1,22.12
172.6,369.1,1,21.71
191.95,123.39,0,9.65
182.05,16.67,3,150.48
128.91,27.13,3,102.37
104.66,177.47,12,36.69
139.07,216.52,1,16.85
95.82,287.33,0,4.5
48.37,280.99,1,2.11
139.33,285.63,1,17.3
127.43,262.07,0,6.54
199.3,171.0,12,50.31
151.24,269.04,1,19.72
142.05,343.0,12,46.01
178.2,214.12,3,140.8
199.12,291.8,3,167.99
162.71,345.12,1,20.19
25.61,360.22,12,19.22
121.65,380.16,12,40.14
197.29,133.8,1,24.51
60.19,202.1,3,70.31
33.4,209.09,3,50.32
138.11,132.83,12,44.93
156.14,78.66,0,8.56
152.81,157.55,1,19.73
192.38,398.53,1,24.4
109.04,169.68,12,37.74
122.09,61.56,1,14.66
198.6,90.43,0,9.86
25.79,195.03,0,1.8
107.73,4.4,1,10.24
88.56,240.75,12,31.54
112.81,292.89,1,11.49
83.04,238.92,12,30.13
158.15,373.77,3,127.32
191.68,298.29,3,159.47
199.56,197.01,0,9.59
67.28,346.98,12,27.37
102.83,272.18,12,35.65
114.38,350.5,12,38.57
129.18,123.12,0,6.82
189.41,222.82,0,9.55
126.11,353.29,12,41.94
117.8,349.47,1,13.22
122.0,235.78,0,6.59
28.24,60.5,0,1.39
136.88,121.16,12,44.81
123.05,119.76,12,42.17
28.15,121.85,1,2.04
90.57,254.38,0,4.26
177.15,147.1,1,22.91
25.0,292.13,12,19.19
141.7,245.42,12,45.94
140.56,318.37,12,46.17
110.71,305.65,12,37.92
58.09,233.15,12,24.82
55.12,281.59,12,24.14
135.66,4.65,1,16.6
67.37,185.07,0,2.78
150.71,337.65,12,46.97
36.64,210.96,0,1.89
130.4,78.71,12,43.28
40.06,69.95,0,1.71
104.14,209.0,0,4.77
66.58,347.99,0,3.12
34.54,393.41,0,1.84
40.06,375.82,12,22.87
102.04,92.43,1,10.88
151.94,198.87,1,19.86
138.98,223.62,0,7.65
155.97,247.8,3,128.09
162.09,229.72,0,9.0
67.98,248.05,1,5.65
181.27,41.78,0,9.6
162.62,294.75,1,21.01
135.13,156.74,0,7.69
72.71,195.05,0,3.36
159.73,210.07,3,121.99
189.58,275.55,3,159.51
51.61,290.44,1,3.07
143.88,362.81,12,45.49
46.01,317.83,0,2.02
77.35,76.92,1,5.81
144.93,87.49,0,7.93
94.16,284.69,0,4.74
57.48,169.47,12,25.43
162.01,169.5,3,129.44
144.5,41.71,12,46.98
80.59,178.96,1,5.66
120.77,92.27,1,13.8
175.23,23.11,3,143.89
50.56,82.8,0,2.19
136.79,394.67,1,16.95
146.6,181.52,1,18.42
150.45,176.92,0,8.26
165.95,228.5,0,9.13
119.9,377.89,1,13.45
99.5,299.98,1,8.85
34.45,110.76,0,1.56
33.84,254.56,1,1.98
115.96,126.12,3,99.2
70.79,336.85,1,5.51
33.67,43.16,3,49.5
33.75,73.94,12,21.21
133.55,347.45,1,15.89
97.05,159.27,1,8.61
99.67,359.22,3,94.2
143.01,226.05,12,45.55
28.33,97.27,12,20.53
26.23,72.73,1,0.99
49.86,231.31,1,3.96
128.04,42.79,3,101.99
35.33,357.02,1,2.83
36.73,377.16,3,50.95
59.93,298.37,12,26.12
90.05,56.32,0,4.46
63.69,304.76,0,2.37
161.74,164.42,12,48.72
66.06,217.21,0,2.81
77.79,35.48,3,82.27
114.64,377.71,1,13.05
70.26,190.74,0,2.43
74.29,29.16,0,3.4
68.51,346.23,0,2.92
138.28,320.23,1,17.1
29.29,73.94,3,42.42
196.67,163.96,3,165.24
40.06,204.84,1,2.42
158.15,373.77,1,20.67
68.42,233.46,1,4.44
36.64,12.69,12,22.65
141.87,260.13,1,17.64
46.54,171.27,1,2.51
37.08,145.45,3,54.74
142.57,290.87,3,115.03
170.41,148.12,12,48.59
48.55,117.44,1,2.9
36.03,327.21,1,1.79
194.4,322.0,1,23.54
33.75,366.04,0,1.76
75.08,158.62,3,78.7
71.66,324.92,12,27.84
50.39,244.31,0,2.68
103.44,389.78,12,36.02
143.1,16.04,3,112.58
105.72,357.82,1,10.43
75.69,103.3,1,6.37
87.07,272.6,1,8.24
144.67,363.61,1,17.93
76.48,258.43,12,29.21
86.89,145.38,12,31.27
81.99,147.48,0,4.24
172.69,154.93,0,9.51
180.22,382.13,1,22.86
143.27,169.94,0,7.75
108.87,66.51,1,11.29
148.96,125.11,0,8.45
156.32,207.63,1,20.57
62.82,247.29,1,4.2
113.59,31.11,12,39.0
59.67,343.37,3,66.6
80.07,100.97,3,83.02
191.42,151.62,0,10.02
96.7,206.33,12,33.94
134.6,246.65,12,43.81
61.16,11.01,0,2.35
163.41,272.65,12,48.79
189.14,167.67,0,10.36
64.48,223.36,3,74.44
29.38,183.32,0,1.81
68.95,123.81,1,4.32
103.0,342.28,3,93.98
78.14,110.47,0,2.89
41.98,60.98,12,21.54
57.39,364.74,12,24.88
123.84,67.14,12,42.08
105.19,117.79,1,10.56
30.78,343.37,12,21.44
111.93,236.09,1,11.29
121.12,3.33,0,6.36
177.5,307.72,3,145.64
55.99,289.59,0,2.75
167.87,265.96,1,21.11
82.52,103.43,12,30.98
77.44,16.35,3,80.12
170.76,340.57,3,138.71
37.61,31.03,12,22.04
105.89,170.09,1,11.0
46.62,332.55,0,1.62
135.57,7.25,0,7.71
188.09,218.01,3,152.6
173.12,310.1,0,9.81
60.89,275.31,0,2.86
148.26,234.14,3,116.1
34.1,363.03,3,50.05
43.91,130.16,3,57.85
53.8,99.09,1,3.64
131.1,11.38,12,43.4
90.31,153.56,1,7.94
136.44,15.85,1,16.52
199.74,382.65,1,24.86
145.46,178.12,1,18.22
57.22,78.32,1,3.76
137.41,130.58,3,107.36
129.35,138.35,1,14.9
65.1,195.56,0,2.97
147.04,360.38,0,8.68
41.37,324.09,12,21.77
146.34,97.36,0,7.8
88.56,55.91,3,85.63
110.62,281.48,0,5.84
183.19,74.08,3,152.21
103.61,5.2,3,95.57
169.36,283.5,1,22.89
162.88,148.59,0,9.06
77.26,68.93,1,5.53
198.77,149.11,12,51.35
165.33,142.0,3,131.73
127.08,332.85,1,15.42
33.14,209.33,0,1.29
195.54,131.28,1,24.98
134.78,101.88,12,44.3
181.18,263.74,3,149.34
124.62,208.58,0,6.78
70.87,335.33,1,4.86
88.99,189.52,0,4.73
171.9,69.41,1,22.36
143.8,153.12,0,7.25
133.47,101.54,12,43.63
74.2,54.55,3,79.33
76.65,19.24,12,29.13
150.98,371.66,0,8.41
174.52,247.84,1,22.08
160.96,353.68,1,20.27
136.97,322.56,12,44.61
183.72,8.38,1,23.59
30.25,155.47,3,45.87
153.69,21.58,12,46.99
128.39,136.75,3,105.22
68.07,108.4,12,27.03
150.54,60.08,12,47.99
109.92,270.21,12,38.23
83.13,40.71,3,81.13
111.23,198.2,1,10.91
162.79,86.7,3,131.73
47.5,278.41,1,2.44
51.26,20.67,1,2.63
55.55,296.11,12,25.65
152.11,347.56,1,19.85
43.03,112.01,0,2.34
134.08,296.98,12,44.81
159.03,244.13,3,123.49
75.25,181.03,12,29.08
148.79,313.5,0,8.02
195.97,182.48,12,50.97
68.86,214.44,3,78.63
187.83,111.4,12,51.12
151.94,198.87,3,120.56
52.58,398.01,12,24.61
43.21,116.89,0,1.81
168.57,215.98,3,136.62
175.31,31.58,0,10.23
26.4,121.7,3,41.26
118.85,16.84,3,98.18
90.75,286.9,12,31.84
124.27,80.11,0,6.62
27.19,104.06,0,1.59
59.23,165.05,1,4.18
145.55,75.09,0,7.7
49.69,150.23,1,3.68
124.1,32.42,3,102.94
31.65,95.52,0,1.79
43.91,130.16,1,2.25
159.38,48.75,3,124.19
82.78,142.44,1,6.5
33.23,107.33,12,20.97
156.4,321.06,0,8.44
178.29,363.67,0,9.75
103.18,158.87,3,95.36
125.24,351.45,3,100.2
53.71,167.84,1,3.63
191.6,14.12,1,24.18
160.69,267.7,12,48.61
155.79,213.1,12,48.24
200.0,112.87,3,166.51
112.02,52.69,0,5.48
143.97,236.94,1,18.34
70.96,60.09,12,27.88
158.94,311.54,12,47.6
194.66,197.85,12,51.33
43.38,219.49,1,2.89
49.07,200.61,1,3.09
117.8,122.33,12,40.56
164.89,148.87,0,9.17
170.24,178.88,3,140.51
139.33,151.76,12,44.96
190.81,222.03,1,23.86
153.43,162.76,1,20.07
66.41,30.66,12,27.4
61.07,380.24,3,67.69
161.83,167.44,0,9.27
107.38,221.67,3,96.11
102.91,288.91,1,10.2
63.26,328.74,1,3.69
123.22,26.31,12,42.49
84.88,134.94,0,4.06
39.01,124.6,12,22.16
74.9,205.6,3,77.98
146.42,222.93,0,8.07
41.28,325.49,12,21.56
55.12,159.4,1,3.24
110.09,293.03,3,96.91
180.3,263.46,0,9.2
149.92,249.85,0,8.67
78.05,82.53,3,78.16
193.26,247.84,3,159.11
52.84,95.92,12,24.02
45.84,258.19,3,59.85
131.8,380.35,1,15.12
128.04,352.68,0,6.71
136.71,96.82,1,17.89
26.49,209.9,1,2.02
197.64,363.6,12,50.31
109.3,155.72,1,11.45
166.38,267.79,1,22.87
124.8,148.45,0,6.9
40.93,88.34,12,23.23
95.74,190.76,0,4.94
129.79,387.55,3,104.55
168.13,93.86,3,135.33
71.66,5.73,0,2.9
167.78,139.03,1,21.0
108.87,66.51,3,95.98
123.57,34.79,3,100.15
78.4,15.72,3,81.21
87.24,2.39,12,31.48
171.02,9.99,0,9.31
146.77,172.78,12,47.9
48.9,376.26,12,24.31
113.68,141.18,0,5.46
40.85,58.38,12,22.55
131.19,162.14,12,44.11
186.52,262.56,0,10.18
39.44,334.12,3,56.11
151.15,37.56,1,20.21
162.44,125.55,0,8.86
183.98,143.68,0,9.74
96.44,236.51,3,90.54
174.87,66.41,12,49.95
138.54,41.83,1,16.97
151.85,273.3,1,19.71
58.44,251.58,3,65.14
170.41,200.51,0,9.11
26.49,32.11,12,19.13
35.94,170.84,1,3.38
135.66,317.1,0,7.57
29.55,66.31,0,1.37
52.84,168.73,0,2.09
146.95,207.91,1,18.93
59.75,171.6,1,4.67
28.76,361.93,12,20.63
147.3,323.34,12,46.53
187.04,326.38,1,24.39
187.22,338.61,1,23.98
133.64,310.64,1,16.0
121.74,287.81,12,41.06
164.19,276.97,3,130.05
193.78,275.22,0,9.76
96.96,133.4,1,9.92
28.24,39.07,3,41.06
182.49,368.85,12,49.77
29.29,73.94,1,1.11
187.74,333.46,0,9.91
185.38,232.97,3,155.29
28.41,100.39,0,1.02
149.31,126.46,3,118.58
100.2,45.09,12,34.32
139.86,283.51,0,8.26
144.5,52.63,3,113.72
190.55,160.6,1,23.88
81.12,128.83,1,7.39
144.93,194.6,12,46.18
165.16,129.35,1,21.82
39.01,147.11,1,1.93
87.77,13.91,12,32.33
160.17,345.86,0,9.24
55.73,342.6,3,70.93
157.54,78.31,3,125.38
128.91,27.13,1,15.0
60.28,124.49,0,2.5
145.02,157.42,12,46.74
148.7,22.83,3,121.39
179.78,292.46,12,50.62
189.32,100.94,12,50.5
134.34,246.66,3,103.61
55.29,271.47,0,2.21
131.02,269.46,0,6.71
113.33,195.77,3,95.2
184.85,286.1,12,50.75
107.55,331.9,1,10.69
44.96,248.87,12,22.24
145.46,178.12,3,113.39
141.52,239.28,12,45.39
30.52,183.7,0,1.55
51.18,140.21,12,24.05
199.21,306.21,1,25.22
72.36,242.47,3,74.37
131.54,272.2,3,105.27
184.5,246.01,3,152.06
35.33,33.39,0,0.91
122.61,232.03,3,99.97
145.64,143.69,3,113.65
173.74,219.81,3,142.1
62.38,355.08,3,72.81
161.66,94.75,3,128.16
61.94,36.48,3,70.71
91.45,24.88,0,4.57
174.52,364.48,12,49.36
115.78,137.27,12,39.76
43.12,343.34,0,2.0
40.58,277.66,0,2.43
183.28,108.14,12,49.66
122.7,295.49,0,6.44
105.54,269.53,12,36.88
163.58,198.71,1,21.0
52.58,278.39,3,66.38
101.16,17.11,12,35.64
125.5,274.39,12,42.31
179.34,18.59,12,50.39
192.03,229.22,0,10.25
96.87,28.32,12,33.71
114.29,278.97,1,12.38
112.81,176.49,12,38.68
96.61,3.62,0,4.84
51.88,246.83,0,2.16
86.72,322.86,0,4.39
65.36,259.68,3,73.06
47.67,38.87,1,3.18
144.23,249.19,3,114.09
58.97,300.25,1,4.38
68.25,185.48,3,77.53
195.71,35.44,1,23.55
94.68,29.23,0,4.77
182.4,356.88,12,50.17
76.74,321.58,0,3.33
120.77,92.27,3,100.11
27.63,243.02,1,1.61
119.98,384.74,12,40.3
172.16,390.24,1,21.88
133.2,345.74,3,109.26
145.37,348.3,3,114.25
29.64,357.93,1,2.31
150.63,11.99,3,119.19
133.9,50.29,12,44.14
141.0,134.76,3,107.57
75.78,183.65,3,79.11
166.91,88.2,0,9.27
169.01,302.11,3,137.87
58.79,112.81,1,4.06
60.72,74.71,12,26.4
125.41,263.38,1,13.67
173.82,386.33,1,22.25
192.47,147.32,3,161.47
182.93,103.87,0,9.55
190.55,160.6,3,158.56
51.35,76.5,12,24.26
55.82,245.03,0,2.59
175.31,347.7,12,49.64
92.23,21.63,12,32.54
45.57,237.29,0,2.2
138.11,227.02,1,17.02
132.15,284.17,12,43.0
181.79,26.89,0,9.66
29.55,360.29,12,21.12
126.64,51.55,1,15.79
159.03,244.13,1,19.59
27.8,313.45,12,20.83
167.78,60.82,0,9.02
107.12,47.1,3,94.76
73.85,302.05,1,5.77
101.34,257.6,1,8.78
158.77,321.21,3,125.79
126.03,177.02,0,6.42
81.73,320.95,12,30.57
185.99,337.1,12,50.47
194.4,57.03,12,51.19
72.45,338.37,0,3.15
39.36,48.8,12,22.26
72.36,242.47,1,4.84
143.1,96.6,0,7.8
72.1,180.22,1,5.88
94.16,61.34,3,89.59
164.28,70.2,0,9.22
136.62,41.97,3,108.65
62.73,304.6,1,3.31
178.03,160.96,0,10.07
110.88,308.36,1,11.63
170.67,396.86,1,22.38
171.9,320.58,0,9.75
157.28,130.24,12,47.11
103.26,303.6,12,35.81
83.74,72.57,12,30.74
70.7,387.97,1,4.89
36.56,47.95,3,50.51
107.47,118.62,0,5.65
114.99,206.82,12,38.53
88.47,121.17,0,4.19
162.62,336.04,0,9.05
137.67,396.76,12,45.03
100.81,206.68,0,4.75
146.86,67.9,3,119.77
50.3,16.35,12,24.32
136.27,209.38,12,44.47
80.15,285.34,1,5.58
62.82,393.61,0,2.7
190.55,56.19,12,51.36
94.42,103.82,0,4.3
174.17,378.86,0,9.45
105.8,13.6,12,37.56
70.44,60.17,3,77.13
95.04,282.9,3,91.1
133.82,337.91,1,15.63
93.37,217.09,1,7.6
158.5,20.44,12,46.6
90.83,103.96,0,4.2
65.53,221.54,12,26.7
137.06,247.26,1,16.87
124.71,27.38,0,6.56
126.29,352.35,3,105.43
193.7,355.02,12,51.11
144.67,363.61,3,112.3
118.76,93.44,3,98.96
60.72,362.15,1,4.16
167.7,173.55,12,48.26
155.18,20.8,0,8.76
126.73,61.16,12,43.15
61.86,9.34,0,3.01
65.01,187.46,1,4.06
127.16,324.91,12,43.3
75.95,197.05,3,79.8
148.17,399.05,0,8.19
31.57,387.02,12,20.96
67.28,251.02,1,4.94
195.89,239.29,3,162.07
160.78,54.86,0,8.39
40.67,246.39,12,21.01
164.98,357.68,1,20.75
35.07,365.31,12,20.86
57.65,101.17,12,25.63
133.9,280.86,0,7.2
196.06,51.47,12,51.04
91.1,255.8,12,32.38
141.35,117.77,12,44.86
60.11,28.68,0,2.63
72.19,327.77,12,28.54
185.91,371.23,3,153.84
89.08,266.08,1,7.88
96.26,226.03,0,5.25
89.61,175.65,1,8.58
166.21,129.73,1,21.21
55.12,376.69,0,1.7
187.22,284.3,12,51.46
164.28,194.96,12,48.15
170.24,359.81,12,48.86
118.32,95.51,1,12.29
169.1,51.09,3,136.72
60.19,202.1,1,4.04
51.79,206.42,12,24.33
184.07,329.42,0,9.82
95.04,282.9,1,8.97
163.58,344.36,12,49.12
60.98,380.02,1,3.57
147.65,67.05,3,117.38
25.09,98.79,0,1.46
106.85,388.79,12,36.61
56.43,230.19,1,3.21
184.15,249.87,3,151.73
130.23,128.44,12,42.85
78.05,149.86,12,30.09
164.89,34.26,3,132.94
27.98,243.41,0,1.86
171.9,69.41,3,141.9
141.08,72.85,1,17.18
178.29,336.38,12,49.64
139.16,204.27,12,45.33
104.23,322.65,12,36.7
30.08,121.8,12,21.21
118.32,6.04,0,6.73
177.85,298.36,12,49.91
45.57,288.98,3,62.19
25.79,283.23,3,43.81
153.6,312.95,3,122.49
167.35,0.26,0,8.94
199.82,27.58,3,166.06
105.8,72.65,0,5.32
161.48,95.62,12,48.58
34.02,203.43,3,48.69
139.94,326.92,1,17.69
65.8,158.06,0,2.63
75.16,190.57,0,3.36
151.76,385.08,12,46.51
64.48,386.57,0,2.54
112.02,144.39,3,93.84
114.21,313.5,0,6.09
39.53,128.31,3,57.01
135.83,157.0,1,16.5
164.54,51.09,12,48.55
60.89,311.55,12,24.89
35.77,167.1,0,1.61
49.51,356.0,3,64.78
84.79,283.25,12,31.29
113.33,195.77,1,11.65
71.75,307.59,1,5.01
193.08,278.25,3,157.13
176.54,249.56,1,22.19
45.22,201.05,3,61.04
185.29,370.74,12,50.5
187.92,262.46,3,157.54
141.96,79.82,3,110.98
109.48,142.27,1,11.85
33.49,45.68,12,21.92
42.51,256.81,3,58.82
120.42,10.04,12,40.73
100.46,380.18,0,4.65
190.02,184.62,1,23.96
73.85,30.74,0,3.4
100.2,70.09,0,5.02
82.6,84.8,0,3.87
117.27,399.17,1,12.45
48.55,117.44,3,63.93
78.66,11.42,12,30.37
113.77,282.23,1,12.88
151.06,387.96,1,19.95
192.56,179.44,3,156.96
191.6,14.12,3,160.34
166.21,1.15,12,49.37
54.24,18.4,1,3.86
107.29,109.62,3,91.77
199.04,134.98,0,10.78
52.93,100.1,3,66.26
160.26,308.16,12,48.88
75.25,344.95,1,6.15
72.27,263.42,0,3.0
193.08,34.42,12,49.68
186.26,175.76,1,23.14
68.68,394.48,3,71.95
188.36,29.69,12,50.5
32.09,249.32,3,49.24
174.52,247.84,3,142.26
192.82,138.32,0,10.26
65.88,147.1,12,26.08
83.57,369.81,12,31.3
70.0,18.09,1,4.85
81.03,106.68,12,29.7
44.78,351.39,12,23.47
34.28,164.15,3,54.31
51.0,69.71,12,24.71
139.24,348.39,1,16.81
113.94,293.08,0,5.45
54.85,28.4,0,2.47
157.37,382.21,3,123.93
110.79,156.16,12,37.77
117.18,319.51,1,12.84
80.77,364.99,12,30.49
173.21,93.77,0,9.77
181.35,23.65,12,49.9
192.56,179.44,1,23.2
53.19,264.08,1,2.85
108.87,103.36,12,36.66
108.69,291.59,0,5.82
74.11,85.19,1,6.64
157.1,305.95,1,21.01
129.35,209.26,12,42.86
33.05,81.51,0,1.82
33.49,171.02,3,50.33
159.03,8.58,12,48.4
178.55,108.65,0,9.46
63.78,210.64,12,26.05
152.64,278.85,0,8.42
73.67,53.61,1,5.31
106.42,55.74,1,10.23
75.95,197.05,1,6.15
162.27,310.82,0,9.01
142.83,35.58,12,44.72
181.18,142.6,12,50.4
87.24,207.18,0,4.57
65.18,47.53,3,70.5
143.18,110.39,12,46.56
77.0,171.66,12,29.62
174.87,282.5,0,9.61
76.91,138.27,3,79.74
120.69,24.13,12,40.53
156.32,207.63,3,125.87
145.37,175.96,12,46.17
27.98,386.25,1,2.34
186.34,245.18,1,23.47
120.42,377.09,3,98.39
97.66,192.36,0,4.28
93.2,83.67,0,4.64
51.79,206.52,3,68.49
58.18,350.34,12,25.55
91.53,60.67,3,86.11
168.05,370.87,1,21.28
87.94,329.99,12,31.54
145.11,102.23,12,46.1
74.29,5.82,1,5.46
46.71,385.45,3,65.5
79.1,322.48,1,6.51
113.59,377.62,3,100.5
26.75,244.74,1,2.61
136.18,101.31,0,7.34
53.89,126.67,12,24.53
67.28,251.02,3,74.39
157.45,373.76,12,48.52
104.66,236.12,3,92.88
132.15,167.89,1,15.7
102.91,288.91,3,94.57
49.34,253.64,0,2.31
186.87,101.07,12,50.18
167.35,80.37,3,134.45
143.18,346.81,1,17.5
146.34,309.39,3,117.97
150.36,103.74,12,47.44
78.58,251.16,1,6.34
31.22,183.68,12,21.19
97.49,171.48,0,5.07
132.85,239.11,12,44.15
27.36,205.69,3,44.93
36.82,129.28,3,55.97
52.66,163.58,1,3.54
119.11,346.44,0,6.8
166.56,338.05,0,9.07
43.65,89.71,3,60.46
179.08,181.75,1,23.46
158.59,352.1,12,47.86
171.81,151.9,0,9.35
153.51,348.3,3,119.12
126.29,352.35,1,15.69
105.45,121.17,0,5.71
90.57,19.31,12,32.85
115.61,278.52,1,13.17
103.61,195.78,12,35.63
191.33,172.52,0,9.89
30.69,314.51,0,1.41
151.06,196.56,12,46.5
50.56,39.83,12,24.32
122.09,265.98,12,40.94
41.28,326.89,3,57.93
87.86,391.23,12,31.63
155.62,348.29,12,47.68
47.59,126.78,0,1.27
179.25,39.23,1,22.7
129.0,31.34,12,43.09
157.63,105.46,12,48.15
88.29,296.45,3,86.93
101.16,149.32,3,92.02
124.27,168.85,12,42.18
169.36,283.5,3,142.54
190.98,374.82,12,51.22
74.9,162.04,0,3.37
100.99,385.37,12,35.52
135.48,373.88,12,44.44
152.38,352.69,12,47.81
76.91,345.32,12,29.08
74.81,139.3,1,5.5
192.82,237.22,3,159.58
115.43,48.23,3,98.23
93.63,72.64,1,8.59
25.35,108.78,0,0.94
117.01,56.81,12,39.68
190.72,171.38,0,9.47
81.64,271.64,1,6.6
65.1,70.66,12,25.78
109.74,226.56,1,11.17
185.91,373.5,0,9.62
184.59,309.85,1,22.91
97.57,180.89,3,90.08
167.26,276.0,3,137.42
41.63,331.41,12,22.77
162.79,355.81,0,8.58
98.45,252.91,3,90.7
39.71,270.47,0,1.72
49.25,261.94,12,23.55
25.53,23.23,3,45.64
27.28,79.87,1,1.32
114.38,118.94,3,95.45
95.3,237.24,12,34.06
69.65,245.37,1,5.24
40.5,154.69,1,3.21
87.16,304.09,1,7.51
193.52,37.2,3,159.68
65.88,347.44,1,5.06
140.47,24.14,1,17.42
185.99,273.55,0,9.82
193.78,256.93,1,24.78
159.64,72.58,3,125.3
106.59,393.76,3,91.21
30.43,331.5,1,1.49
39.27,214.31,1,2.02
122.26,384.77,12,40.69
173.56,260.95,12,49.69
42.6,33.66,3,59.31
143.53,75.17,0,7.69
191.07,75.21,3,162.27
55.47,149.85,1,3.15
181.97,272.09,1,23.29
143.36,175.45,1,18.39
110.01,374.73,1,10.9
121.82,289.38,0,6.05
30.17,130.13,1,2.52
173.39,218.69,12,50.02
146.25,130.08,3,115.9
30.52,142.7,1,1.44
148.26,96.6,0,8.09
132.77,91.98,1,15.23
176.54,249.56,3,143.84
190.46,39.67,1,24.14
27.98,296.98,12,20.44
133.64,171.58,0,8.1
140.03,180.93,1,17.43
154.91,129.83,3,123.36
197.02,235.11,1,24.62
137.58,35.15,3,105.39
92.32,271.85,0,4.38
83.22,61.14,3,82.81
168.4,396.99,3,140.52
108.6,153.26,1,11.51
82.78,188.91,0,3.48
108.25,385.12,12,37.23
70.52,237.65,1,4.36
45.4,395.15,12,22.8
37.61,113.94,1,2.48
57.39,40.31,3,68.89
129.61,309.32,12,42.69
175.14,397.95,3,142.96
186.08,148.87,1,23.33
124.62,192.23,3,101.07
104.05,166.63,0,5.32
75.86,369.73,12,29.22
55.03,66.67,12,24.52
131.28,132.87,12,43.18
50.04,186.24,1,2.83
73.24,171.34,12,28.5
136.53,192.2,1,17.3
58.62,294.03,3,67.96
117.53,160.77,3,99.96
53.89,103.04,0,2.21
97.84,56.34,3,88.78
60.19,92.51,12,25.25
162.62,295.1,12,47.86
134.95,80.21,1,17.21
44.26,281.47,0,1.83
149.75,363.99,12,47.32
86.98,101.86,1,6.34
132.94,12.45,3,110.88
50.74,304.15,12,24.43
60.63,4.34,3,70.24
159.38,48.75,1,19.72
179.78,150.36,1,22.78
134.52,314.09,12,44.83
26.14,55.7,0,1.24
29.38,387.83,3,46.68
181.27,284.34,12,49.76
149.4,249.5,0,8.2
57.83,110.15,0,2.91
190.28,290.58,1,23.61
161.22,244.39,1,21.17
141.78,389.92,3,112.38
81.29,16.35,12,30.13
171.29,182.04,12,49.83
158.33,87.06,12,47.89
114.82,344.82,1,12.24
80.94,281.02,0,3.84
117.36,106.16,12,39.76
87.86,338.82,0,3.97
92.5,109.88,0,4.23
30.43,322.56,0,1.7
152.2,149.25,0,8.22
160.08,102.63,3,127.17
26.75,244.74,3,46.54
176.63,178.69,0,8.99
188.88,342.13,12,50.84
79.54,193.81,1,7.01
60.28,330.58,1,4.07
53.98,303.14,1,2.9
118.15,259.4,0,5.74
51.26,321.03,0,2.51
104.49,308.42,12,36.39
108.25,266.01,1,11.06
57.92,122.53,0,2.37
127.16,42.16,0,6.85
69.47,56.81,12,27.22
153.08,263.14,3,119.38
64.39,108.1,0,2.51
177.85,7.68,3,147.8
121.56,32.46,12,40.24
94.68,202.12,12,33.88
96.35,308.65,0,4.95
64.13,301.35,3,70.47
175.49,95.67,1,22.03
196.67,163.96,1,24.68
52.93,91.61,12,24.41
98.8,384.43,3,92.09
188.36,17.27,3,158.42
61.24,252.73,3,71.51
124.36,30.45,3,101.72
57.74,28.48,1,4.84
168.75,208.38,1,21.48
146.95,162.18,12,46.17
182.67,295.0,3,150.55
186.61,48.6,3,157.14
198.42,322.26,0,10.69
46.8,45.97,0,2.3
150.8,281.87,3,122.02
34.54,30.79,3,50.63
123.05,108.32,0,6.38
105.28,353.23,12,36.46
70.87,321.77,0,3.41
76.65,329.01,0,3.83
73.41,224.38,3,77.68
136.79,394.67,3,109.28
162.97,78.07,0,8.73
45.84,223.32,12,22.91
112.37,116.02,0,5.89
63.52,162.56,12,26.5
177.94,103.93,1,22.77
126.73,134.05,3,98.46
69.91,346.43,1,4.68
168.48,370.8,1,20.96
35.24,356.94,12,21.51
90.83,195.62,12,32.16
196.32,167.85,0,10.09
86.37,390.41,0,4.38
34.45,91.52,1,2.34
151.94,296.68,12,47.25
125.76,191.56,12,43.04
121.3,66.79,12,40.84
81.99,214.84,1,7.24
104.23,357.07,1,10.09
187.66,398.88,12,51.79
88.64,318.11,3,86.34
85.93,115.45,3,84.77
38.57,95.95,0,1.58
117.53,160.77,1,13.36
163.23,218.68,3,129.61
172.34,38.21,12,49.73
178.64,320.61,1,23.28
178.03,304.12,3,146.41
51.44,81.1,12,23.59
132.94,12.45,1,17.24
189.14,255.39,12,50.75
156.49,83.99,12,47.92
36.29,204.3,3,51.38
181.44,245.57,1,22.52
32.62,262.71,0,1.58
162.36,250.65,12,48.31
84.44,346.2,1,7.66
54.68,280.41,12,24.75
113.86,48.2,12,38.79
47.85,396.02,3,62.9
29.9,35.4,1,1.6
178.73,297.81,12,50.0
163.41,156.36,3,133.7
70.44,308.41,12,28.12
157.54,341.02,0,8.82
56.08,48.22,0,2.47
33.58,10.17,3,49.9
44.96,356.82,3,58.93
149.66,394.65,3,115.67
52.66,109.89,0,2.5
67.55,18.18,3,72.83
172.07,138.44,1,22.09
139.68,264.88,12,44.29
38.22,95.82,3,54.85
128.56,76.34,12,42.38
198.25,245.84,12,50.63
98.97,165.85,1,9.3
57.65,273.2,3,70.9
120.34,101.24,0,6.38
46.19,235.47,12,23.0
118.5,338.32,12,39.86
96.09,266.64,0,5.21
182.75,141.3,3,149.34
185.82,135.31,1,23.42
130.58,273.32,3,102.61
198.86,291.18,3,168.31
180.74,4.92,12,50.21
26.84,142.58,12,18.8
77.88,48.25,1,6.31
180.13,137.58,0,9.49
117.88,393.63,1,11.42
36.91,31.76,0,1.75
31.92,46.35,1,1.11
97.4,38.16,0,4.76
141.43,52.15,12,45.54
52.23,31.38,1,3.7
