Concentration,Temperature,Dose (mol%),Response
99.02,89.49,5,62.19
263.62,131.48,5,69.79
61.97,137.22,5,72.25
193.22,81.62,5,62.06
171.04,93.1,5,63.48
263.88,218.15,5,65.25
286.42,155.9,5,72.88
152.38,226.03,5,65.41
360.38,120.22,5,68
44.4,25.34,5,58.78
183.65,169.75,5,69.74
218.68,162.54,5,72.56
133.62,77.56,5,61.88
141.22,61.13,5,60.71
379.08,25.56,5,57.92
30.5,49.99,5,60.01
313.32,179.65,5,69.21
268.98,86.57,5,62
17.56,50.66,5,59.35
273.05,29.39,5,58.39
180.1,86.01,5,62.33
284.69,52.24,5,60.07
321.77,126.08,5,69.86
50.19,152.53,5,74.67
133.76,187.98,5,67.26
166.18,235.26,5,65.57
129.21,119.77,5,67.18
122.57,184.6,5,68.15
78.5,211.06,5,64.49
358.63,246.62,5,67.36
244.22,99.4,5,62.69
171.98,161.19,5,71.92
380.18,60.34,5,61.01
222.75,102.78,5,64.25
275.64,194.17,5,65.28
314.48,72.72,5,61.5
233.78,91.86,5,62.98
188.66,245.95,5,67.08
262.07,95.01,5,63.61
177.12,156.69,5,73.91
70.2,142.4,5,73.16
173.13,50.55,5,59.16
175.27,150.73,5,74.81
92.55,174.81,5,70.15
102.13,173.01,5,69.28
126.51,32.43,5,58.46
128.6,27.7,5,57.91
3.97,41.21,5,59.21
280.46,85.33,5,61.59
263.8,116.28,5,66.69
256.6,190.01,5,67.03
66.78,34.57,5,58.39
34.41,211.84,5,65.37
292.1,210.16,5,64.82
165.66,228.05,5,64.78
266.61,229.51,5,65.41
316.88,202.39,5,63.34
310.1,153.76,5,74.09
92.17,65.75,5,60.66
226.3,206.33,5,63.6
256.73,234.92,5,65.26
355.81,140.48,5,72.73
296.66,140.93,5,72.7
46.54,171.66,5,69.86
100.47,177.51,5,67.65
50.73,219.72,5,65.07
277.58,99.85,5,63.04
291.74,65.97,5,61.08
385.63,33.67,5,58.43
256.19,28.04,5,58.39
326.92,186.63,5,66.82
108.44,84.09,5,61.04
229.55,231.43,5,65.58
127.03,31.19,5,58.88
142.75,96.81,5,62.14
262.65,58.99,5,60.64
189.7,105.82,5,64.21
63.8,95.24,5,63.48
382.05,25.79,5,58.44
169.94,115.38,5,66.46
221.06,143.07,5,74.03
27.6,62.82,5,60.11
310.14,30.29,5,58.88
376.35,223.44,5,64.61
307.03,36.93,5,59.74
112.99,64.28,5,60.51
348.27,146.45,5,74.57
384.25,51.79,5,59.45
3.14,48.97,5,59.92
192.51,224.79,5,64.83
371.66,153.09,5,74.62
231.52,114.26,5,65.78
237.38,203.51,5,64.3
108.78,203.06,5,63.68
100.92,213.08,5,64.6
244,83.87,5,62.21
19.99,51.11,5,59.76
381.13,97.49,5,62.71
6.48,194.62,5,65.66
353.2,84.99,5,61.39
225.56,243.47,5,66.41
99.35,92.87,5,63.2
351.73,174.59,5,69.89
87.28,145.89,5,74.51
245.12,171.77,5,70.48
282.79,31.75,5,58.21
183.17,167.16,5,70.76
119.22,35.36,5,58.34
91.84,99.96,5,62.87
171.48,56.52,5,60.16
200.51,150.28,5,75.19
90.45,65.41,5,60.28
69.4,151.96,5,74.54
31.58,156.58,5,73.98
398.46,120.34,5,69.11
338.75,196.2,5,65.13
84.8,37.38,5,57.87
329.01,29.73,5,58.26
79.69,39.07,5,60.03
103.96,47.96,5,58.84
251.82,30.85,5,58.05
335.92,86.34,5,61.69
144.09,32.65,5,58.69
138.19,220.85,5,65.2
186.13,199.12,5,64.34
189.52,45.6,5,59.61
7.73,40.42,5,58.87
286.04,126.19,5,68.88
189.57,114.59,5,66.48
107.04,39.86,5,58.46
197.53,34,5,58.49
222.05,248.54,5,67.27
339.78,198.34,5,64.35
101.24,85.89,5,61.49
16.63,212.74,5,65.18
319.32,135.64,5,71.53
148.7,43.57,5,59.44
29.23,52.91,5,60.74
52.69,75.2,5,61.53
306.15,195.41,5,64.97
343.21,121.57,5,67.9
332.38,161.31,5,72.17
144.02,35.92,5,58.86
230.85,247.07,5,66.92
30.28,107.95,5,65.4
393.43,166.26,5,70.82
83.55,36.48,5,58.59
281.95,73.85,5,62.01
173.53,33.33,5,57.25
86.53,226.59,5,65.65
4.32,163.89,5,71.54
182.07,128.33,5,69.58
160.28,217.58,5,64.99
275.72,212.97,5,64.66
125.97,207.34,5,64.5
289.1,110.77,5,66.86
142.13,136.32,5,71.73
312.25,68.67,5,61.39
317.26,51.45,5,60.08
311.81,194.51,5,65.56
308.65,55.05,5,59.29
188.38,158.6,5,72.99
118.12,38.17,5,58.29
101.79,205.77,5,64.41
64.55,100.75,5,62.99
248.94,53.03,5,60.07
228.8,188.43,5,66.67
85.6,249.44,5,67.14
312.73,35.58,5,58.51
355.46,28.71,5,57.72
156.76,189.67,5,65.85
328.03,212.63,5,64.51
62.91,75.43,5,61.1
317.1,105.59,5,64.4
250.26,228.61,5,66.16
41.14,195.75,5,65.25
162.84,25,5,58.25
106.37,179.76,5,68.35
399.82,148.92,5,73.29
136.16,149.71,5,74.62
263.46,162.99,5,72.16
253.08,34.23,5,59.35
373.02,169.97,5,70.05
66.3,101.09,5,62.71
379.71,241.11,5,65.48
195.85,142.73,5,73.58
321.8,111.67,5,66.15
294.01,244.03,5,66.83
336.36,169.07,5,70.87
118.33,202.84,5,64.27
390.91,192.48,5,64.89
285.73,70.47,5,60.81
232.69,219.38,5,65.57
388.46,171.1,5,70.49
251.93,175.83,5,69.4
147.93,36.71,5,58.7
87.82,102.44,5,63.94
375.39,171.89,5,69.74
325.98,117.97,5,68.1
335.74,31.98,5,57.91
26.9,120.9,5,67.7
151.62,177.29,5,69.38
109.88,50.1,5,58.87
185.64,41.32,5,59.48
368.3,147.46,5,74.26
285.05,66.98,5,61.28
235.34,184.83,5,67.61
330.74,153.54,5,74.15
204.68,230.53,5,65.29
187.07,193.16,5,66.28
311.93,205.2,5,65
328.28,167.95,5,71.6
119.83,26.01,5,58.34
123.92,75.54,5,60.84
276.83,104.69,5,63.08
384.05,53.7,5,59.67
232.38,124.27,5,68.58
233.51,68.78,5,60.63
200.14,127.2,5,69.85
243.88,129,5,70.56
24.81,216.68,5,65.56
159.81,163.67,5,71.95
269.61,76.78,5,62.43
329.42,167.83,5,71.69
252.04,222.99,5,66.04
135.99,156.47,5,73.87
389.35,132.83,5,71.16
105.71,81.39,5,62.71
321.42,108.18,5,65.47
30.88,233.12,5,66.2
125.11,122.7,5,68.78
316.62,107.28,5,64.26
6.16,85.67,5,61.76
353.83,160.18,5,72.55
68.68,103.45,5,63.2
302.91,181.68,5,69.04
396.13,179.88,5,68.09
93.77,153.88,5,74.15
197.03,141.05,5,72.02
130.12,66.87,5,61.52
47.02,100.08,5,63.77
241.26,196.65,5,65.28
21.85,65.18,5,60.53
375.19,133.84,5,72.02
296.9,113.13,5,66.46
353.02,107.73,5,65.09
343.92,141.5,5,73.75
28.41,134.18,5,71.27
237.7,196.54,5,64.58
62.48,192.26,5,64.99
270.59,196.42,5,64.31
263.77,192.71,5,65.33
301.39,209.82,5,64.55
118.54,165.92,5,70.5
158.37,215.56,5,64.26
60.58,221.86,5,65.81
320.39,164.12,5,72.73
176.92,124.61,5,69.83
274.81,33.89,5,57.6
137.35,156.92,5,73.53
276.94,116.62,5,67.5
153.84,169.63,5,70.01
292.96,100.53,5,62.09
90.51,197.32,5,63.7
204.45,31.42,5,58.27
334.19,39.97,5,59.23
26.47,153.31,5,74.12
229.04,130.02,5,69.1
143.45,214.54,5,64.28
238.12,117.63,5,67.05
212.58,161.64,5,72.29
107.41,81.73,5,61.46
268.9,224.67,5,65.11
350.35,64.06,5,59.9
283.73,68.45,5,61.07
336.04,140.26,5,73.53
84.65,125.63,5,69.84
304.34,118.2,5,67.16
349.72,237.96,5,66.06
132.98,78.46,5,61.44
118.91,190.46,5,66.7
176.84,187.87,5,66.96
0.44,202.95,5,64.75
221.35,98.39,5,62.76
359.42,44.36,5,59.25
267.15,154.33,5,73.62
28.71,29.28,5,57.62
203.12,105.25,5,64.46
380.31,35.13,5,58.72
84.04,242.91,5,66.7
276.42,160.63,5,72.68
15.58,123.49,5,69.53
337.87,177.06,5,68.15
312.97,237.62,5,66.25
363.37,148.02,5,74.55
339.24,155,5,74.4
325.75,225.46,5,65.49
293.84,245.39,5,67.25
138.61,81.17,5,61.05
202.77,63.04,5,60.74
264.77,158.72,5,73.36
391.59,28.15,5,57.91
119.98,161.98,5,72.5
240.98,182.47,5,67.53
65.35,229.85,5,65.73
353.17,131.37,5,69.99
389.68,44.02,5,58.89
389.88,183.03,5,68.23
84.98,159.73,5,73.14
375.33,166.03,5,71.66
34.02,206.55,5,64.35
110.12,127.65,5,69.76
207.48,80.27,5,62.42
321.06,132.27,5,71.47
61.8,148.47,5,73.63
193.27,141.16,5,73.08
246.71,91.07,5,61.98
150.19,109.42,5,64.8
335.16,98.95,5,62.92
392.48,51.34,5,60.83
180.52,107.39,5,64.98
170.6,248.76,5,66.6
161.08,208.69,5,64.2
378.86,155.12,5,73.53
358.28,190.35,5,66.35
110.1,185.28,5,66.72
398.23,208.13,5,65.13
110.81,130.13,5,70.45
136.84,161.08,5,73.44
319.09,144.87,5,73.21
328.87,37.16,5,58.94
293.66,198.56,5,65.15
295.49,88.93,5,61.33
124.75,156.35,5,73.88
374.19,157.14,5,73.05
371.27,125.18,5,69.45
84.49,131.59,5,70.24
91.93,142.96,5,74.05
172.52,177.18,5,69.29
380.21,225.01,5,65.48
197.01,187.76,5,66.43
302.69,124.5,5,69.22
123.11,213.19,5,64.6
99.6,120.67,5,67.65
341.99,107.62,5,65.34
27.62,105.7,5,64.44
100.19,76.1,5,61.14
266.64,54.71,5,59.85
363.98,33.44,5,58.97
191.4,211.51,5,65.35
221.08,74.97,5,60.68
285.77,69.46,5,60.73
159.2,44.81,5,59.33
380.58,142.28,5,73.69
23.43,220.29,5,64.41
93.53,182.69,5,68.08
275.22,180.33,5,68.67
215.33,91.97,5,62.21
25.08,31.87,5,58.36
64.49,170.87,5,70.87
305.74,123.15,5,67.87
317.53,192.6,5,66.26
94.77,236.38,5,65.34
291.54,56.29,5,60.12
234.35,29.05,5,58.37
238.78,247.3,5,66.64
64.15,99.51,5,62.95
205.48,244.82,5,66.36
300.99,187.53,5,66.94
58.91,134.97,5,70.18
285.89,201.83,5,63.48
155.13,108.07,5,65.77
30.24,46.5,5,59.86
267.1,128.44,5,69.92
228.7,76.33,5,61.37
7.65,100.98,5,62.85
147.83,110.54,5,65.24
242.04,228.39,5,65.96
47.29,205.32,5,64
337.33,106.94,5,64.4
78.1,71.37,5,60.32
194.91,148.59,5,75.12
264.79,117.86,5,68.01
231.4,209.48,5,64.04
22.47,94.33,5,62.68
86.3,37.83,5,58.76
280.47,71.94,5,61.19
166.33,239.98,5,67.27
154.24,134.07,5,70.46
282.18,92.98,5,62.74
53.2,240.88,5,66.37
304.42,35.02,5,58.92
330.17,120.45,5,67.59
391.66,195.97,5,65.81
158.4,240.77,5,66.14
398.87,109.75,5,65.87
169.09,81.05,5,61.3
83.62,168.62,5,72.06
330.92,174.14,5,68.7
200.25,26.24,5,57.85
303.6,69.57,5,60.11
47.4,56.97,5,61.2
146.96,144.98,5,73.15
231.16,159.05,5,72.34
226.34,221.3,5,64.81
246.52,102.66,5,63.46
32.25,222.2,5,65
291.46,236.04,5,66.86
383.95,102.55,5,63.83
230.68,120.79,5,67.71
106.23,42.9,5,59.52
398.25,125.74,5,69.5
360.11,202.28,5,64.12
390.92,53.93,5,59.57
28.46,62.71,5,60.44
38.79,236.49,5,65.79
304.98,141.95,5,73.59
249.46,82.97,5,62.24
58.57,176.73,5,68.44
167.44,139.24,5,72.52
193.6,111.44,5,65.43
158.53,221.52,5,65.78
185.7,110.66,5,65.62
12.98,165.25,5,71.66
363.67,160.41,5,72.98
103.93,190.12,5,66.37
79.46,248.2,5,67.32
270.41,83.64,5,62.18
162.04,27.48,5,58.2
209,65.07,5,60.66
33.88,168.73,5,71.08
325.87,172.67,5,70.71
280.7,214.32,5,64.41
324.35,63.27,5,60.14
388.1,73.51,5,60.21
173.11,78.24,5,62.23
383.17,49.42,5,59.51
259.46,127.54,5,69.72
372.62,163.11,5,72.04
367.36,204.64,5,64.59
183.83,138.79,5,72.41
53.27,244.37,5,66.64
42.15,35.47,5,58.53
109.46,138.46,5,72.75
318.37,145.44,5,73.88
95.26,147.91,5,74.86
398.61,240.43,5,65.53
141.87,172.22,5,70.65
280.86,103.34,5,63.96
193.32,230.64,5,66.54
345.86,137.11,5,72.8
390.41,42.22,5,59.26
171.99,148.7,5,74.86
259.29,218.37,5,65.46
324.75,249.77,5,66.55
303.49,113.81,5,65.48
380.6,90.28,5,62.52
46.16,104.13,5,63.29
47.96,161.42,5,72.13
163.1,170.76,5,70.38
93.5,212.41,5,64.73
20.14,166.82,5,71.58
110.53,79.81,5,61.11
3.62,87.92,5,61.98
7.66,153.43,5,74.93
64.27,150.95,5,75.32
96.6,115.16,5,66.38
118.92,82.63,5,61.72
115.67,96.25,5,62.54
351.84,241.22,5,66.85
21.83,226.14,5,65.19
371.54,198.9,5,64.48
373.28,154.44,5,73.53
238.86,113.92,5,66.56
243.1,38.06,5,58.85
360.71,108.29,5,64.07
280.84,215.22,5,65.21
250.93,146.67,5,74.03
35.35,118.42,5,66.75
260.66,38.39,5,59.27
270.78,98.84,5,62.93
23.85,239.64,5,65.82
99.98,96.47,5,61.94
339.37,66.53,5,60.38
199.56,55.17,5,59.79
343.53,98.72,5,62.94
368.52,130.24,5,70.01
87.49,117.52,5,68.35
313.5,122.47,5,68.54
57.15,30.18,5,58.11
160.08,179.54,5,67.69
399.1,217.25,5,64.97
25.03,136.54,5,70.75
334.85,123.6,5,68.41
26.59,112.01,5,66.37
173.54,162.21,5,73.39
259.75,250,5,66.63
323.29,25.45,5,57.91
54.86,137.89,5,71.77
381.83,218.93,5,65.44
256.25,54.6,5,59.46
162.64,201.6,5,63.83
58.13,230.98,5,66.21
320,74.86,5,61.28
321.52,137.78,5,72.1
105.3,146.22,5,73.88
351.67,119.21,5,67.11
153.29,226.48,5,64.65
76.64,59.22,5,60.27
391.34,178.64,5,68.62
265.53,200.25,5,63.61
112.99,60.23,5,60.76
124.75,41.77,5,59.27
384.6,154.21,5,74.87
293.97,161.53,5,72.91
25.01,89.61,5,62.72
113.71,30.63,5,58.54
252.55,199.69,5,63.63
334.45,106.72,5,64.62
172.94,118.76,5,67.12
10.31,179.99,5,68.92
13.96,150.5,5,75.07
396.04,156.24,5,74.32
27.34,77.9,5,61.39
84.32,134.29,5,70.89
201.25,98.5,5,62.35
203.56,69.91,5,61.61
380.57,82.52,5,61.81
113,61.02,5,60.45
112.4,27.14,5,57.44
98.14,101.99,5,62.87
179.74,28.94,5,57.65
181.91,126.53,5,69.38
8.83,225.13,5,65.29
311.21,118.08,5,67.08
207.42,233.57,5,66.47
277.84,70.81,5,60.98
334.95,128.55,5,70.39
272.04,85.44,5,61.84
149.01,110.32,5,65.05
333.04,239.31,5,66.3
228.5,144.53,5,74.26
164.48,159.95,5,73.49
103.82,52.58,5,59.67
4.52,184.38,5,67.46
112.42,151.85,5,74.22
67.95,113.24,5,66.46
216.11,221.07,5,65.3
392.15,80.04,5,62.11
50.22,42.33,5,59.3
24.96,133.17,5,71.62
37.97,121.01,5,68.64
333.46,172.56,5,70.45
64.19,95.35,5,62.43
23.09,102.1,5,63.86
230.75,200.7,5,63.67
5.5,89.04,5,62.09
276.82,239.76,5,65.79
118.12,26.91,5,58.28
114.96,39.29,5,58.67
292.6,176.5,5,67.89
192.85,168.96,5,70.67
208.55,246.51,5,66.69
321.12,129.34,5,70.23
387.1,135.31,5,71.87
36.57,246.06,5,67.04
385.11,46.39,5,59.2
154.93,153.2,5,74.65
84.2,136.66,5,71.67
2.59,245.05,5,67.39
43.22,211.39,5,64.77
177.02,93.21,5,62.16
98.64,45.26,5,59.66
143.43,58.88,5,59.98
295.15,80.83,5,61.2
325.49,218.6,5,65.37
180.7,217.36,5,64.55
112.24,237.39,5,66.46
35.12,249.1,5,67.32
106.96,83.19,5,61.39
98.74,248.31,5,67.38
338.05,145.32,5,74.05
22.63,78.58,5,61.86
322.86,42.67,5,59.42
26.89,164.91,5,71.21
22.24,159.5,5,73.13
161.15,26.8,5,57.61
298.83,197.77,5,63.69
269.11,145.66,5,74
9.03,246.85,5,65.34
75.42,86.46,5,62.39
242.4,198.22,5,62.95
343.51,99.06,5,63.04
212.75,207.9,5,65.01
266.88,139.69,5,72.74
42.19,212.07,5,63.66
329.31,194.28,5,65.17
186,132.94,5,71.13
319.01,236.72,5,67.01
264.97,56.85,5,59.5
286.56,114.71,5,66.87
349.45,208.02,5,64.26
183.87,50.33,5,60.23
90.41,27.93,5,57.62
162.17,224.22,5,65.48
386.81,74.19,5,60.59
195.27,244.26,5,67.22
166.88,181.23,5,68.15
66.3,50.78,5,60.06
249.91,29.16,5,57.3
29.64,109.3,5,64.53
231.73,142.62,5,73.67
264.69,182.35,5,68.48
161.81,77.79,5,61.23
270.27,215.45,5,65.36
162.95,246.4,5,66.71
93.68,102.33,5,63.37
216.51,232.44,5,65.99
141.52,96.92,5,62.15
46.06,217.7,5,63.98
238.43,162.09,5,71.92
295.63,155.34,5,74.32
233.3,184.27,5,67.93
230.14,196.87,5,65.46
385.39,211.28,5,64.53
285.9,171.32,5,69.97
80.92,230.08,5,65.69
125.53,115.05,5,67.08
0.01,205.43,5,63.93
7.02,43.01,5,58.71
358.95,132.6,5,71
98.66,158.49,5,72.64
277.86,117.41,5,67.88
75.97,214.21,5,64.84
247.81,123.71,5,68.8
62.48,127.76,5,70.45
208.52,42.11,5,58.8
134.15,235.48,5,65.58
323.87,224.9,5,65.19
30.79,82.29,5,61.4
94.77,152.75,5,74.88
69.01,165.7,5,71.71
222.59,214.43,5,65.03
147.48,36.59,5,58.37
20.52,187.64,5,66.39
84.45,187.42,5,66.12
80.11,90.96,5,62.17
288.83,224,5,65.5
209.89,153.65,5,74.26
21.73,30.97,5,58.7
309.17,42,5,59.31
278.88,70.36,5,61.05
104.46,243.58,5,66.75
116.2,48.3,5,59.81
89.86,238.18,5,66.25
94.99,151.29,5,75.04
397.01,237.73,5,66.54
209.03,25.9,5,57.83
22.79,139.13,5,73.26
346.57,239.53,5,65.59
370.85,144.31,5,74.02
269.08,75.88,5,60.9
363.16,53.48,5,60.41
167.67,174.36,5,69.57
392.45,125.85,5,69.12
293.75,220.06,5,65.05
345.77,124.05,5,70.04
332.61,204.53,5,63.77
139.98,237.51,5,66.01
104.09,95.12,5,63.35
261.86,63.83,5,60.7
151.14,216.57,5,65.31
98.94,54.49,5,58.35
272.88,208.92,5,64.37
28.04,173.69,5,70.05
38.14,186.86,5,67.14
309.6,41.88,5,59.25
114.3,78.13,5,60.78
331.42,97.04,5,62.63
107.52,248.09,5,66.57
271.02,236.83,5,65.59
3.33,86.91,5,62.17
393.01,225.24,5,65.17
384.37,129.45,5,70.85
172.81,79.93,5,62.51
73.94,228.84,5,65.8
104.42,156.8,5,73.64
385.4,41.43,5,58.48
135.72,216.8,5,65.21
167.36,242.01,5,67.07
331,70.25,5,61.02
398.9,132.38,5,70.73
157.26,236.27,5,66.07
299.34,99.17,5,62.87
378.7,179.43,5,67.84
115.05,77.11,5,61.58
333.17,176.84,5,68.98
377.09,45.94,5,59.63
12.04,154.1,5,73.38
137.58,162.77,5,72.1
374.51,93.43,5,61.67
238.05,41.1,5,59.17
321.53,109.53,5,64.61
250.13,197.66,5,64.28
175.9,135.42,5,71.71
312.53,47.17,5,59.56
269,208.8,5,65.04
396.27,124.39,5,69.38
38.16,56.4,5,59.9
301.71,57.98,5,60.62
154.68,230.19,5,65.49
147.71,70.02,5,60.2
257.93,38.73,5,59.62
76.24,160.86,5,72.28
155.27,47.74,5,60.06
13.87,189.56,5,66.19
103.83,118.98,5,67.67
174.8,52.69,5,59.61
180.02,186.97,5,67.23
375.83,222.31,5,64.42
292.35,238.97,5,66.17
263.24,217.13,5,65.98
71.61,236.61,5,66.68
271.4,154.78,5,73.29
22.81,211.96,5,64.66
108.6,185.51,5,68.22
31.38,68.22,5,60.5
190.74,222.87,5,66.18
399.56,121.12,5,68.78
129.41,203.85,5,64.27
96.76,49.65,5,59.68
315.72,97.15,5,63.64
26.4,25.11,5,57.94
188.91,37.61,5,58.87
200.05,103.56,5,64.32
54.09,240.55,5,66.16
294.97,132.04,5,70.87
10.28,210.49,5,65.22
53.28,209.14,5,64.07
368.97,237.17,5,66.37
20.25,183.7,5,68.25
167.85,183.59,5,67.48
93.33,197.55,5,64.47
273.55,170.31,5,71.78
88.2,228.5,5,64.92
345.06,74.64,5,61.29
269.54,196.09,5,65.47
270.96,152.86,5,74.96
154.91,218.03,5,65.04
103.87,166.37,5,72.23
1.67,234.69,5,65.21
122.3,208.58,5,64.09
181.67,215.78,5,65.92
6.64,182.24,5,67.42
269.46,99.62,5,62.7
226.41,231.54,5,66.07
387.89,166.48,5,71.58
374.37,224.56,5,65.57
233.82,216.35,5,65.16
232.04,60.68,5,60.22
376.45,97.94,5,62.75
89.73,186.41,5,66.91
62.53,191.47,5,65.66
82.5,104.8,5,65
375.41,180.55,5,69.36
152.4,169.3,5,71.11
91.75,134.4,5,71.68
74.26,95.57,5,62.64
44.17,96.14,5,62.66
264.71,172,5,70.17
65.21,182.58,5,67.31
370.59,183.48,5,67.47
212.92,165.47,5,71.71
239.72,244.71,5,66.23
327.5,166.15,5,72.06
164.48,193.38,5,66.49
322.17,179.31,5,69.41
110.37,197.1,5,64.08
234.24,212.18,5,64.43
366.02,177.4,5,68.68
142.18,241.67,5,66.04
133.68,238.86,5,66.68
349.14,209.93,5,64.82
118.64,233,5,66.46
62.59,114.48,5,67
130.7,97.6,5,62.7
122.59,138.91,5,73.38
19.48,231.99,5,65.82
103.48,87.58,5,61.93
88.94,101.65,5,62.83
242.69,89.94,5,62.72
204.23,149.82,5,75.91
101.14,167.5,5,71.1
259.51,218.82,5,65.5
387.23,158.15,5,72.42
125.16,83.98,5,61.55
114.28,144.2,5,73.42
233.17,85.78,5,62.47
302.82,159.39,5,72.14
145.93,213.87,5,65.33
259.33,109.19,5,64.9
50.78,233.34,5,66.89
20.23,185.96,5,67.24
300.38,79.48,5,61.25
32.07,222.76,5,65.84
257.66,35.69,5,57.98
310.82,139.81,5,72.82
96.81,88.37,5,62.06
90.61,167.27,5,71.29
26.79,108.52,5,64.73
52.03,122.14,5,69.21
41.37,204.86,5,64.3
165.93,217.92,5,64.81
32.49,192.03,5,65.86
371.66,125.29,5,69.32
270.54,202.5,5,64.73
181.6,141.83,5,73.15
366.99,48.19,5,59.8
106.13,69.12,5,60.28
252.96,114.37,5,65.91
92.81,122.92,5,68.41
41.01,69.68,5,61.66
87.07,111.22,5,65.67
17.63,232.22,5,64.99
392.23,164.68,5,71.67
78.07,140.71,5,73.08
177.03,226.7,5,65.52
123.12,97.26,5,62.69
96.27,237.84,5,66.27
177.57,93.88,5,62.73
110.83,223.32,5,65.44
338.96,133.05,5,71.25
57.31,201.71,5,64.5
214.26,106.6,5,64.49
243.1,101.88,5,63.69
382.72,36.03,5,58.74
363.14,115.5,5,66.5
238.27,222.09,5,65.66
259.92,204.75,5,65.31
368.4,70.7,5,60.51
82.13,81.5,5,61.07
70.05,145.55,5,74.17
87.48,143.86,5,73.51
214.37,129.56,5,70.06
207.2,112.68,5,66.35
324.45,47.51,5,59.68
5.88,40.08,5,58.55
264.67,143.3,5,73.59
96.77,29.5,5,58.67
290,139.47,5,72.23
178.22,50.89,5,59.36
84.13,195.3,5,64.1
235.2,227.15,5,65.47
322.68,67.55,5,61.93
397.3,57.42,5,60.3
290.82,72.05,5,61.73
100.35,216.12,5,65.22
16.97,69.01,5,61.18
148.45,91.63,5,62.68
129.73,196.31,5,64.7
4.11,155.79,5,73.03
37.51,147.24,5,74.85
247.76,193.27,5,66.48
202.25,97.82,5,62.83
244.59,154.66,5,73.65
158.06,178.86,5,68.18
100.36,83.53,5,61.07
30.7,234.58,5,66.47
98.73,32.2,5,58.89
351.21,231.65,5,65.33
20.09,26.58,5,57.24
65.12,157.82,5,73.37
149.82,144.76,5,73.56
71.75,80.38,5,61.73
393.94,67.66,5,60.44
314.08,46.05,5,59.37
262.69,110.88,5,65.56
53.71,49.31,5,59.23
261.65,114.03,5,66.47
99.87,146.11,5,73.29
225.36,123.82,5,68.71
376.31,62.93,5,60.37
232.26,224.45,5,65.16
224.27,105.93,5,64.39
57.39,221.75,5,65.4
380.37,58.2,5,59.87
190.97,219.16,5,65.69
183.37,139.36,5,72.12
131.27,168.51,5,71
173.11,221.97,5,63.97
397.03,192.15,5,66.19
249.95,76.21,5,61.02
160.13,249.66,5,66.97
105.62,116.73,5,66.27
29.09,237.28,5,65.83
4.84,55.28,5,60.08
137.06,136.99,5,71.74
254.38,47.62,5,59.79
117.32,43.12,5,59.6
378.37,202.73,5,63.76
194.04,107.05,5,64.3
373.17,70.14,5,60.71
213,104.01,5,63.61
340.23,193.83,5,65.75
18.23,232.67,5,65.45
330.54,227.04,5,65.25
151.9,152.08,5,74.71
36.56,88.59,5,62.04
157.16,184.04,5,68.59
344.88,139.92,5,72.29
395.78,140.37,5,72.91
15.76,183.82,5,67.84
159.73,238.29,5,66.11
253.48,203.4,5,64.55
331.02,149.26,5,75.38
138.08,48.07,5,59.07
201.23,28.83,5,58.67
233.49,112.23,5,65.15
241.45,82.18,5,61.84
64.55,188.32,5,67.42
158.8,191.36,5,65.46
78.52,246.74,5,67.1
68.37,181.45,5,68.31
281.02,35.24,5,59.17
108.8,178.41,5,68.26
259.8,125.96,5,69.3
285.62,88.48,5,62.83
138.32,179.09,5,68.16
312.78,112.34,5,65.6
397.93,52.13,5,59.75
282.83,26.46,5,57.14
232.65,60.46,5,60.37
314.95,92.53,5,62.88
66.93,68.56,5,61.84
262.56,170.99,5,70.24
0.54,43.68,5,59.66
15.59,119.55,5,67.67
321.39,27.25,5,58.88
141.77,97.71,5,61.5
74.11,232.33,5,65.67
327.35,194.73,5,65.2
127.02,154.89,5,74.75
171.62,196.99,5,64.42
279.58,118.53,5,66.99
231.05,167.61,5,70.67
266.02,203.96,5,63.7
319.66,238.74,5,66.18
255.08,88.26,5,62.65
167.64,244.6,5,67.31
156.41,102.21,5,63.41
249.05,132.72,5,71.08
217.79,46.27,5,58.66
216.45,228.28,5,65.83
40.39,134.74,5,70.39
164.78,103.68,5,63.79
225.69,193.72,5,65.68
202.37,216.91,5,64.89
30.23,82.4,5,61.96
300.11,146.79,5,74.07
274.18,78.35,5,62.38
264.73,203.29,5,64.41
299.27,121.35,5,67.71
26.63,109.08,5,64.8
317.04,53.36,5,60.95
371.69,27.36,5,58.04
373.72,175.49,5,69.24
4.86,76.66,5,60.85
178.69,158.27,5,72.69
128.67,56.07,5,60.17
12.01,132.49,5,71.36
115.18,161.76,5,73.04
217.8,68.33,5,60.96
202.82,115.61,5,66.59
372.16,186.74,5,67.72
101.21,195.52,5,64.92
277.45,63.61,5,60.32
2.13,111.56,5,66.68
200.97,174.92,5,69.41
364.54,214.66,5,65.47
44.6,39.63,5,58.2
126.31,214.88,5,64.99
5.75,123.04,5,68.13
19.85,151.4,5,74.12
40.1,182.13,5,67.26
266.55,34.79,5,58.82
268.51,191.81,5,66.67
236.45,62.14,5,60.47
230.74,164.34,5,72.13
248.52,77.45,5,61.8
126.25,38.62,5,58.45
51.33,209.37,5,65.59
227.09,142.51,5,73.12
60.57,219.05,5,64.68
186.52,148.25,5,74.54
320.58,152.19,5,74.68
190.24,170.65,5,70.5
96.6,121.8,5,68.33
163.38,189.22,5,66.71
243.33,151.74,5,74.77
114.89,211.73,7,57.67
11.92,186.52,7,64.12
17.51,136.66,7,68.08
