concentration(ppm),temperature,Dose(mol%),response
33.19,72.59,3,6.43
23.92,85.15,3,5.3
14.4,343.18,3,3.95
22.07,138.12,1,2.95
48.97,190.24,3,9.17
44.0,376.02,3,7.84
45.31,248.39,3,8.06
48.1,304.65,5,5.61
30.67,111.19,3,6.34
19.98,84.18,3,4.59
35.91,267.93,1,4.58
33.02,218.53,3,6.74
41.32,183.9,5,5.39
29.14,278.8,0,5.48
33.97,249.74,1,4.42
22.8,288.5,3,5.29
46.69,352.07,3,8.51
36.53,273.75,1,4.56
27.41,164.99,5,3.63
33.23,242.8,1,4.55
18.82,394.99,5,2.87
33.27,303.82,5,4.43
29.31,170.7,0,5.57
36.94,120.9,0,6.54
31.54,72.63,3,6.55
39.22,101.45,3,6.91
38.89,91.28,3,6.86
25.67,255.62,3,5.69
31.67,86.0,0,6.31
41.5,193.98,3,7.04
9.2,228.4,0,0.88
44.32,346.72,1,6.07
25.3,246.98,3,5.69
43.12,376.36,5,5.62
33.59,227.97,5,4.45
18.86,212.53,3,4.49
33.79,76.4,0,6.18
21.22,119.8,3,4.9
22.97,146.56,1,2.92
45.84,301.54,5,5.61
21.11,200.4,3,4.97
47.28,46.62,3,8.36
33.71,376.46,5,4.83
29.37,125.36,3,6.35
27.34,278.8,0,5.02
21.13,129.3,1,2.62
41.14,254.12,5,5.59
34.83,223.87,3,6.66
42.1,321.97,3,7.38
40.86,314.27,1,5.38
40.06,225.35,3,7.06
27.63,111.83,3,6.0
37.27,242.0,0,6.61
24.71,353.95,5,3.55
10.2,26.88,1,1.38
32.95,271.92,5,4.37
15.02,72.09,1,2.04
15.48,230.47,3,4.11
37.77,285.38,1,4.78
31.65,200.7,3,6.68
9.85,26.7,0,1.1
43.18,336.03,1,5.69
49.22,52.2,0,7.85
30.78,43.85,3,6.38
18.06,76.63,3,4.02
10.4,354.85,3,4.02
13.51,305.73,3,3.75
45.92,361.73,1,6.4
13.29,66.21,3,3.69
21.36,74.87,3,4.57
31.69,311.05,3,6.84
32.39,292.1,0,6.21
12.65,98.84,3,3.73
17.1,299.04,3,4.04
45.79,157.92,3,8.1
17.54,95.72,1,2.25
47.7,187.3,0,7.73
27.17,185.96,1,3.52
16.07,284.88,3,3.92
33.73,247.49,1,4.27
31.07,222.54,1,4.13
11.13,274.2,0,1.31
17.86,376.0,0,1.61
36.09,201.4,0,6.51
41.2,281.3,0,7.15
41.95,75.0,0,7.25
35.99,49.3,0,6.59
33.74,175.32,3,6.5
23.83,184.54,5,3.32
43.48,338.84,1,5.78
18.1,360.82,5,2.85
4.18,245.9,0,0.24
25.03,356.94,3,5.63
44.3,323.04,3,7.78
2.78,37.4,0,0.33
35.04,110.17,3,6.61
49.37,150.16,3,9.34
34.59,255.55,1,4.68
12.89,381.05,3,3.91
23.4,113.63,3,5.32
43.78,341.66,1,5.97
0.9,278.6,0,0.29
30.82,395.12,3,6.84
24.91,164.76,1,3.16
6.98,132.0,0,0.66
18.43,244.8,0,1.75
15.68,241.86,5,2.72
43.16,335.84,1,5.92
19.0,315.06,3,4.5
30.21,214.47,1,4.15
43.76,341.47,1,5.96
15.0,135.42,5,2.23
13.05,70.69,3,3.46
46.08,136.2,5,5.26
26.07,252.52,5,3.52
33.03,240.92,1,4.09
26.3,121.06,3,5.74
27.71,142.39,3,6.13
29.64,75.2,0,5.98
47.94,380.68,1,6.96
24.11,283.0,0,3.49
30.83,83.86,3,6.51
20.17,120.3,1,2.53
7.5,188.4,0,0.85
24.91,362.34,5,3.47
10.02,381.52,5,2.31
43.36,337.72,1,5.79
32.09,141.14,3,6.45
47.5,303.3,0,7.8
19.88,198.89,5,2.87
35.94,266.43,3,6.99
47.45,87.9,0,7.68
14.49,291.83,3,4.09
38.72,163.8,0,6.86
35.69,147.42,5,4.68
45.16,354.6,1,6.38
26.75,182.02,1,3.41
12.22,45.82,1,1.64
35.27,195.71,5,4.66
38.44,350.5,3,6.83
11.28,293.34,3,3.98
44.82,201.19,3,7.67
46.39,288.85,3,8.15
11.22,36.44,1,1.52
46.81,214.55,3,8.11
45.64,359.1,1,6.4
45.74,360.04,1,6.4
31.42,340.34,3,6.76
35.59,212.08,5,4.79
39.48,362.28,3,6.98
23.56,385.58,3,5.38
39.59,302.45,1,4.92
27.19,186.14,1,3.64
29.47,207.53,1,3.86
14.67,269.67,3,3.8
14.44,66.65,1,1.96
37.49,358.5,0,6.89
14.91,269.7,0,1.44
25.99,83.78,3,5.71
17.8,396.44,5,2.72
31.15,175.72,5,4.27
18.16,41.5,0,1.9
40.89,25.35,3,6.82
38.65,208.32,5,5.33
32.59,122.41,5,4.33
3.05,165.3,0,0.25
22.41,110.2,0,3.16
14.3,65.33,1,1.95
19.9,67.01,3,4.54
12.4,236.63,3,3.82
24.87,179.53,3,5.67
10.51,322.5,0,1.14
14.65,399.58,3,4.17
26.77,242.72,5,3.75
5.55,202.3,0,0.73
39.91,275.58,5,5.7
33.07,93.62,3,6.39
10.33,222.6,0,0.99
45.53,110.22,3,7.91
11.08,117.24,3,3.74
0.6,305.5,0,0.13
26.07,175.64,1,3.36
45.3,81.27,5,5.32
21.08,321.77,3,4.92
38.7,42.91,3,6.87
2.03,361.8,0,0.05
46.94,371.3,1,6.86
44.97,64.77,3,7.6
26.83,273.83,5,3.76
1.23,128.6,0,0.0
25.74,222.9,0,4.42
27.45,188.58,1,3.48
29.57,211.14,5,3.82
39.52,85.69,3,6.85
29.66,256.2,0,6.02
38.31,376.23,5,5.48
11.52,314.23,5,2.35
31.19,29.6,0,6.1
33.17,228.31,3,6.78
13.72,331.46,5,2.54
19.47,142.4,3,4.62
41.0,48.1,0,7.27
41.68,69.25,3,6.95
24.41,335.3,0,3.7
43.0,334.34,1,6.01
34.17,334.4,0,6.24
33.93,288.22,3,6.7
40.77,338.2,0,7.16
31.74,116.0,0,6.21
40.86,237.74,5,5.64
23.11,147.87,1,2.97
39.37,300.39,1,4.82
16.98,90.47,1,2.15
25.19,90.99,3,5.65
44.8,351.23,1,6.37
31.49,395.4,5,4.55
46.09,185.95,3,8.22
42.57,338.5,0,7.33
45.76,255.23,5,5.47
42.0,119.4,0,7.26
40.62,141.74,5,5.38
12.29,40.68,3,3.77
33.07,241.3,1,4.17
46.84,370.36,1,6.52
11.36,52.96,5,2.08
12.01,364.9,0,1.33
7.48,345.0,0,0.72
22.14,95.7,0,2.65
46.82,391.6,0,7.8
47.56,82.64,3,8.58
45.62,323.5,0,7.51
0.05,208.0,0,0.12
13.2,162.92,5,2.18
40.94,327.25,5,5.47
47.04,148.61,3,8.4
20.79,88.6,0,2.46
27.51,297.7,0,5.02
18.22,102.1,1,2.19
43.94,343.16,1,5.88
17.11,177.38,3,4.08
30.79,179.33,3,6.42
40.22,133.36,3,6.93
45.16,207.95,5,5.58
10.87,57.78,3,3.79
39.96,356.84,3,7.16
27.29,289.2,0,4.86
14.72,338.95,3,3.9
46.37,284.7,0,7.67
42.38,234.17,5,5.44
24.83,138.02,5,3.15
39.35,300.2,1,4.97
11.53,227.4,0,1.12
29.03,203.4,1,3.89
16.3,186.78,3,4.08
44.94,352.54,1,6.33
38.05,288.01,1,4.92
37.59,179.9,0,6.57
25.49,32.4,0,4.13
45.5,284.0,0,7.39
11.76,357.7,5,2.35
21.58,328.21,3,4.92
11.96,43.38,1,1.62
14.31,33.48,3,3.64
33.39,244.3,1,4.42
20.07,119.36,1,2.57
38.37,194.57,5,5.34
7.83,177.2,0,0.75
18.04,100.41,1,2.29
28.45,288.13,3,6.09
37.87,219.92,5,5.16
6.8,50.0,0,0.78
30.02,333.23,3,6.42
24.34,132.61,3,5.57
48.96,256.41,3,9.31
32.49,270.72,5,4.61
5.25,373.9,0,0.51
27.74,300.66,3,6.27
14.76,57.6,0,1.52
42.0,39.99,3,6.94
45.34,301.51,5,5.81
2.58,38.3,0,0.38
40.7,312.77,1,5.13
10.97,322.44,3,4.08
35.64,179.41,3,6.6
30.64,217.2,0,6.14
45.36,356.48,1,6.32
29.78,160.76,3,6.15
7.78,368.0,0,0.79
29.71,210.81,5,3.88
32.17,382.48,3,6.8
33.19,242.42,1,4.29
8.33,255.6,0,1.01
48.6,386.87,1,7.35
41.65,202.2,0,7.01
37.95,287.07,1,4.7
49.04,391.0,1,7.39
30.39,37.73,5,3.94
18.66,62.92,5,2.56
13.91,387.9,0,1.49
26.26,356.32,3,6.03
48.92,218.98,5,5.5
39.65,270.43,3,7.03
38.23,289.69,1,4.88
7.03,345.4,0,0.68
13.3,338.24,5,2.52
20.29,41.96,5,2.53
15.99,143.03,3,4.03
44.9,352.16,1,6.13
41.98,324.77,1,5.5
48.15,381.02,3,8.78
17.76,306.48,5,2.8
12.36,209.93,3,3.83
11.76,70.19,3,3.51
48.66,387.43,1,7.12
23.87,115.9,5,3.19
44.37,186.98,3,7.57
10.0,129.73,3,3.66
11.66,48.83,5,2.0
17.11,338.0,0,1.67
33.83,248.42,1,4.25
47.24,374.11,1,6.89
23.43,361.29,5,3.14
10.82,210.69,5,2.2
36.42,368.06,3,6.93
10.26,104.63,5,1.84
5.6,90.1,0,0.65
12.23,87.5,0,1.28
41.26,67.66,3,6.87
42.56,330.22,1,5.77
25.11,166.63,1,3.53
33.09,139.61,3,6.59
15.44,87.34,3,3.75
11.12,35.51,1,1.44
15.46,76.21,1,2.0
23.7,171.1,3,5.16
12.09,172.91,3,3.7
15.18,113.5,3,3.86
40.87,117.0,0,7.25
49.52,377.75,5,5.68
32.69,281.22,5,4.47
34.17,127.61,5,4.39
34.37,253.49,1,4.35
37.01,278.25,1,4.58
19.5,27.57,3,4.45
10.76,32.13,1,1.35
16.8,186.22,3,3.95
24.15,130.27,3,5.24
21.39,155.6,5,2.82
35.07,71.94,5,4.63
20.89,340.8,0,2.21
39.53,204.67,3,6.92
47.62,377.68,1,7.0
46.22,272.61,5,5.52
42.54,330.03,1,5.59
45.9,123.5,0,7.42
14.62,68.33,1,1.93
10.64,49.39,5,1.99
30.58,240.86,3,6.6
8.08,294.7,0,0.81
24.19,280.56,5,3.53
35.8,191.91,3,6.56
40.97,336.5,0,7.2
17.86,316.15,5,2.91
46.0,29.54,5,5.3
38.42,151.76,3,6.65
29.85,270.32,3,6.62
31.05,301.87,3,6.55
24.14,253.6,0,3.52
19.62,285.91,5,2.7
21.91,202.74,5,2.92
26.21,341.8,0,4.64
20.59,99.21,3,4.59
28.39,197.4,1,3.78
27.44,309.4,0,4.88
49.97,399.5,0,8.0
13.02,114.84,5,2.24
13.35,144.49,3,3.76
46.54,367.55,1,6.53
23.75,129.99,5,3.09
27.05,184.83,1,3.49
37.15,183.15,5,5.05
29.49,207.72,1,3.88
10.14,349.82,5,2.38
25.34,30.6,0,4.19
16.04,227.74,5,2.59
26.45,352.28,3,6.19
46.32,387.95,5,5.61
21.63,392.51,5,3.11
21.94,143.2,0,2.68
31.73,228.73,1,4.28
49.72,397.37,1,7.48
32.62,293.8,0,6.1
29.02,164.16,3,6.19
36.65,110.67,5,4.83
22.99,146.75,1,3.02
13.24,55.39,1,1.87
16.46,85.59,1,2.32
31.38,241.78,3,6.75
34.71,256.68,1,4.64
4.7,378.1,0,0.33
28.49,198.5,0,5.4
12.38,197.5,0,1.12
19.03,72.6,0,1.9
27.99,193.65,1,3.62
0.7,30.1,0,0.0
41.37,284.8,0,7.13
18.15,192.62,3,4.45
38.57,204.72,3,6.79
8.13,316.0,0,0.79
14.38,343.46,5,2.55
12.88,52.01,1,1.74
6.83,132.7,0,0.49
30.87,259.71,5,4.21
42.22,218.0,0,7.12
9.28,375.0,0,1.08
23.36,259.9,0,3.38
3.48,223.7,0,0.35
33.91,249.17,1,4.44
38.59,350.47,5,5.37
16.71,120.18,3,3.86
15.52,76.78,1,2.03
13.65,84.69,3,3.65
10.98,94.32,5,1.89
43.97,110.0,0,7.44
29.41,273.88,5,4.04
33.49,42.4,0,6.28
29.07,203.78,1,4.0
44.68,350.1,1,6.14
49.6,396.25,1,7.44
5.73,231.9,0,0.66
38.63,218.35,5,5.33
46.68,305.53,5,5.64
11.72,41.13,1,1.68
19.11,93.99,3,4.3
2.15,185.5,0,0.04
23.3,48.1,3,5.19
10.46,162.39,5,1.97
11.4,314.59,5,2.37
25.69,189.99,3,5.9
27.95,72.68,3,5.8
14.86,163.81,5,2.46
19.92,232.95,3,4.57
24.35,386.89,5,3.51
29.21,205.09,1,3.95
49.12,392.76,3,9.28
32.55,29.85,3,6.55
34.17,251.61,1,4.28
47.96,110.24,3,8.45
30.13,50.47,3,6.43
32.55,236.42,1,4.18
30.07,213.16,1,3.94
20.49,339.37,5,2.87
19.24,111.67,1,2.35
19.24,93.69,3,4.28
37.29,299.92,5,5.28
47.28,374.49,1,6.64
15.34,288.43,5,2.4
23.1,316.04,3,5.17
30.83,321.52,5,4.23
11.05,69.85,3,3.57
27.11,185.39,1,3.51
28.99,203.03,1,3.87
29.46,374.3,0,5.74
15.93,344.0,0,1.67
46.88,370.74,1,6.73
40.52,311.08,1,5.24
39.77,304.14,1,4.82
46.08,363.23,1,6.37
11.8,41.88,1,1.61
14.16,265.2,0,1.27
15.94,332.8,3,4.13
38.33,144.86,3,6.82
3.88,210.1,0,0.39
5.5,326.1,0,0.58
36.12,188.9,0,6.49
19.1,209.73,5,2.6
40.02,225.18,3,7.18
38.29,224.19,5,5.15
32.51,268.85,3,6.63
10.73,316.5,0,1.25
30.77,45.9,3,6.31
42.76,82.16,5,5.36
10.91,134.59,3,3.59
40.92,314.83,1,5.28
10.64,251.94,3,3.76
24.04,159.53,3,5.2
28.91,202.28,1,3.73
2.95,124.3,0,0.26
47.55,390.9,0,7.9
30.73,152.45,5,3.95
10.68,281.4,0,1.05
39.54,230.67,3,7.16
33.43,244.67,1,4.37
47.38,74.4,5,5.25
29.35,136.42,5,4.05
29.57,228.13,3,6.33
15.16,73.4,1,2.01
15.24,282.18,3,4.16
38.27,46.41,5,5.23
13.07,339.61,3,3.89
27.61,368.68,3,6.25
10.55,210.77,3,3.9
29.29,133.26,5,3.85
45.5,357.79,1,6.3
27.93,134.93,5,3.66
28.41,350.68,5,4.09
33.54,338.22,3,6.84
13.66,354.0,5,2.56
43.8,392.39,3,7.57
12.48,110.48,5,2.23
9.78,122.0,0,1.05
27.65,74.45,3,5.82
16.48,85.78,1,2.01
34.55,127.83,5,4.57
38.89,319.4,0,6.84
29.89,346.69,3,6.56
21.47,258.28,5,2.96
47.64,377.86,1,7.07
10.81,206.95,3,3.85
33.99,87.7,0,6.2
41.86,323.65,1,5.51
43.56,223.75,3,7.5
15.2,73.77,1,1.88
15.36,187.31,3,3.94
14.43,258.12,3,3.93
18.42,321.11,5,2.94
23.46,391.67,3,5.35
25.58,245.34,3,5.89
11.6,40.01,1,1.55
27.19,49.64,5,3.55
44.56,348.97,1,6.22
47.59,226.23,3,8.53
39.44,216.7,0,6.82
29.54,223.3,0,5.8
12.08,365.34,5,2.42
34.86,82.67,3,6.65
29.18,127.85,3,6.13
4.95,140.0,0,0.44
20.87,126.86,1,2.77
17.73,325.2,0,1.96
27.79,150.77,3,6.1
31.3,271.91,3,6.57
46.62,368.3,1,6.73
47.92,299.9,5,5.58
13.93,197.2,0,1.24
11.23,325.6,0,1.0
26.14,252.7,0,4.36
27.89,154.2,0,5.1
15.83,319.7,0,1.61
17.58,96.1,1,2.15
19.42,374.22,3,4.45
31.75,255.92,3,6.56
7.55,39.9,0,0.72
46.7,329.41,5,5.57
21.09,128.93,1,2.7
48.5,36.7,0,7.69
40.36,141.27,3,6.79
37.77,388.68,5,5.33
18.0,63.67,5,2.29
47.74,28.5,5,5.23
49.77,376.8,3,9.54
19.28,377.74,3,4.66
24.71,388.0,3,5.57
16.31,276.56,3,4.01
15.06,258.43,3,3.74
29.09,182.04,5,3.88
46.27,391.5,0,7.55
38.09,288.38,1,4.91
20.65,124.8,1,2.59
13.26,55.58,1,1.68
5.03,189.4,0,0.54
43.42,167.73,5,5.4
27.26,35.5,0,5.02
15.08,258.93,3,3.99
26.69,181.45,1,3.5
36.06,117.17,3,6.65
33.29,327.97,3,6.91
15.6,358.75,5,2.65
47.61,145.19,3,8.51
22.59,116.7,0,3.1
43.06,334.9,1,5.78
10.77,361.52,3,3.98
29.39,211.2,0,5.64
35.77,122.7,0,6.7
20.74,183.7,0,2.14
40.14,107.9,3,6.72
44.86,64.38,3,7.39
14.66,209.69,5,2.35
13.78,60.46,1,1.66
47.44,336.13,3,8.59
25.91,352.93,3,5.71
21.79,135.49,1,2.68
21.44,333.37,3,5.1
35.27,310.9,0,6.61
33.89,248.99,1,4.23
47.7,85.03,5,5.37
27.15,202.03,5,3.7
30.49,203.62,3,6.27
38.33,39.75,5,5.02
26.19,118.3,0,4.45
36.38,181.45,3,6.79
45.32,34.93,3,7.51
28.51,33.43,5,3.49
44.65,370.2,0,7.46
13.92,61.77,1,1.74
27.81,295.85,5,3.93
44.46,348.04,1,6.19
38.37,275.74,3,6.98
32.13,173.59,5,4.35
47.34,375.05,1,6.94
22.91,146.0,1,2.91
43.98,343.53,1,6.05
21.51,100.3,0,2.71
38.35,290.82,1,4.86
30.45,120.78,3,6.21
38.27,332.5,0,6.64
11.91,376.6,0,1.13
23.17,148.44,1,2.99
18.76,107.17,1,2.19
46.42,366.42,1,6.59
37.57,157.19,3,6.85
38.85,277.23,5,5.37
42.65,290.7,0,7.16
28.03,194.02,1,3.67
12.85,183.28,3,3.65
14.4,66.27,1,2.12
19.72,116.17,1,2.41
25.19,372.0,0,4.24
21.5,360.41,3,5.01
10.04,160.06,3,3.86
11.11,171.6,0,0.93
46.36,338.19,3,8.14
14.4,271.6,5,2.7
5.45,262.1,0,0.69
12.41,384.86,3,3.9
31.58,265.32,3,6.57
47.86,325.03,5,5.6
31.33,224.97,1,4.0
20.37,122.17,1,2.56
31.91,91.2,5,4.16
47.81,181.46,3,8.51
34.43,230.36,3,6.89
41.45,181.0,0,7.29
38.29,290.26,1,4.77
37.29,63.3,0,6.9
42.95,360.6,0,7.17
49.68,397.0,1,7.51
21.09,200.7,0,2.52
10.93,218.55,3,3.86
17.26,29.31,3,4.13
4.63,131.6,0,0.61
21.14,298.61,3,4.76
36.1,78.13,3,6.54
45.15,395.0,0,7.42
42.46,329.28,1,5.71
14.66,286.0,0,1.28
44.24,48.01,5,5.28
14.89,214.83,3,3.68
46.28,365.11,1,6.66
28.65,199.84,1,3.65
20.03,118.98,1,2.69
21.84,312.9,0,2.72
21.7,40.34,3,4.66
23.89,68.06,5,3.14
35.58,189.12,3,6.57
45.4,172.93,5,5.5
37.79,285.57,1,4.7
22.39,141.12,1,2.88
45.82,360.79,1,6.27
29.44,237.8,0,5.81
26.74,80.8,0,4.69
30.59,91.86,3,6.38
47.76,117.5,5,5.45
16.8,209.36,5,2.46
38.57,264.67,5,5.27
15.91,113.7,0,1.62
16.01,62.3,0,1.61
17.88,98.91,1,2.39
29.1,142.95,3,6.18
43.52,163.24,3,7.5
35.37,228.7,0,6.4
33.74,310.7,0,6.27
3.53,374.1,0,0.28
44.3,69.0,0,7.25
46.88,254.85,5,5.56
42.24,327.21,1,5.4
12.93,212.2,0,1.32
42.1,51.03,5,5.23
21.59,121.84,5,2.96
34.12,137.1,0,6.39
33.81,50.26,5,4.4
44.7,88.4,0,7.6
20.91,127.24,1,2.56
12.91,351.38,3,3.95
16.73,250.1,0,1.71
41.32,318.58,1,5.3
3.7,62.4,0,0.4
50.0,91.58,3,9.47
26.59,352.75,3,6.03
16.93,315.7,0,1.66
22.71,216.6,0,3.21
48.55,215.4,0,8.0
10.46,29.31,1,1.31
31.91,173.61,3,6.45
34.87,341.79,5,4.76
43.1,57.87,5,5.33
17.68,74.56,3,4.13
21.51,132.87,1,2.5
25.55,55.58,3,5.54
43.4,338.09,1,5.9
48.51,32.68,3,8.9
15.54,158.9,3,4.06
45.36,226.3,3,7.79
34.95,37.2,5,4.46
26.71,182.1,5,3.6
20.12,58.82,3,4.65
28.47,334.82,3,6.51
31.87,217.26,5,4.31
26.02,44.95,3,5.74
26.63,180.89,1,3.4
44.8,360.46,3,8.02
18.24,102.29,1,2.15
19.34,350.72,5,2.93
19.13,202.1,0,2.06
32.19,377.4,0,6.41
17.9,374.03,5,2.74
15.64,77.9,1,2.18
20.43,112.47,3,4.71
21.97,97.11,5,2.82
14.37,309.72,3,3.73
48.12,39.18,3,8.41
43.62,340.16,1,5.94
0.95,60.1,0,0.0
42.78,335.8,3,7.42
28.47,324.95,5,3.89
41.0,315.58,1,5.37
24.82,63.27,3,5.54
38.45,133.08,3,6.64
19.43,280.3,0,1.99
36.05,269.25,1,4.59
32.07,231.92,1,4.19
27.09,367.78,3,6.12
22.85,104.29,5,2.96
20.35,328.96,5,2.81
41.3,318.4,1,5.4
46.33,265.85,3,8.18
32.24,201.6,0,6.17
20.49,339.6,0,2.08
11.48,231.3,0,1.28
22.94,177.8,3,4.97
33.82,349.3,0,6.22
42.7,331.53,1,5.64
26.95,183.89,1,3.79
23.03,147.12,1,3.07
32.89,239.61,1,4.27
40.18,252.96,5,5.49
49.55,209.9,0,7.96
37.52,332.23,3,7.07
27.1,101.48,3,5.89
37.83,285.94,1,4.72
31.45,40.78,5,4.06
30.09,327.46,5,4.25
29.17,139.09,3,6.19
49.89,220.26,3,9.63
43.26,369.77,5,5.43
11.48,369.33,3,3.84
49.59,380.08,3,9.57
18.92,394.75,5,2.91
35.71,219.14,5,4.71
35.89,278.62,3,6.86
24.01,307.1,0,3.78
26.67,181.27,1,3.42
27.79,116.19,5,3.75
48.72,66.1,0,7.88
37.41,282.0,1,4.72
48.5,385.93,1,7.33
39.71,162.42,5,5.43
49.32,81.6,0,8.09
27.31,138.32,3,6.14
40.69,99.17,3,6.92
19.87,312.5,3,4.56
41.7,343.9,0,7.34
26.87,385.4,5,3.86
31.54,145.1,0,6.15
46.16,363.98,1,6.59
23.96,326.3,0,3.56
16.24,83.53,1,2.17
21.96,393.1,0,2.69
42.98,268.27,3,7.49
13.5,57.83,1,1.87
46.96,198.09,3,8.19
24.65,162.32,1,3.24
29.97,381.34,5,4.16
37.78,313.83,3,7.12
15.8,162.76,3,3.81
40.02,77.8,0,7.1
26.31,219.56,5,3.42
14.11,308.98,3,3.76
46.6,134.81,5,5.42
20.03,226.04,5,2.95
41.15,72.9,0,6.98
11.16,141.72,3,3.65
10.23,268.3,0,0.93
48.47,304.13,3,8.94
15.35,143.29,3,3.67
42.88,30.06,3,7.32
23.6,394.93,3,5.59
21.75,389.21,3,5.0
44.4,163.4,3,7.73
36.97,154.45,3,6.89
43.26,336.78,1,5.6
34.87,258.18,1,4.39
17.42,31.83,5,2.43
16.08,297.28,5,2.59
17.06,317.8,0,1.7
13.43,62.98,3,3.56
37.07,167.9,0,6.51
13.84,370.91,3,3.99
23.37,150.31,1,2.74
46.18,364.17,1,6.39
40.42,310.14,1,5.23
35.18,97.29,3,6.53
23.27,149.37,1,2.94
14.88,70.77,1,1.82
32.91,354.49,5,4.6
34.59,267.72,3,6.7
19.83,246.3,3,4.67
29.75,188.06,5,4.07
28.39,77.54,5,3.7
15.56,77.15,1,2.02
34.23,311.26,3,6.66
34.09,145.2,0,6.49
17.24,58.08,3,3.95
44.26,375.59,3,7.69
46.13,224.23,3,8.2
15.78,79.21,1,1.97
21.31,130.99,1,2.66
27.31,187.27,1,3.56
22.47,206.7,5,3.19
3.6,368.3,0,0.18
29.45,207.34,1,4.0
29.81,324.78,5,4.16
33.14,47.5,0,6.4
48.18,147.6,5,5.33
30.85,144.53,5,4.19
20.67,313.92,3,4.8
34.69,256.49,1,4.39
28.74,333.71,3,6.52
10.75,263.32,3,4.04
10.92,68.27,3,3.78
40.5,276.2,0,7.02
19.48,315.52,3,4.49
41.78,185.57,5,5.34
13.53,384.06,3,3.84
31.15,375.03,3,6.51
21.43,132.12,1,2.88
32.11,90.21,5,4.09
37.64,392.0,0,6.75
36.57,255.12,3,6.86
35.84,228.85,3,6.63
25.69,242.9,0,4.1
23.74,197.4,0,3.41
30.04,216.8,0,6.04
20.09,342.9,0,1.86
41.7,130.79,3,7.25
48.6,104.2,0,7.94
17.72,130.76,5,2.54
24.45,160.44,1,3.03
36.61,280.94,3,6.84
39.62,318.24,3,6.9
28.43,197.77,1,3.66
11.82,292.47,5,2.43
37.64,324.16,3,7.09
11.48,38.88,1,1.3
37.99,328.1,0,6.76
25.39,169.26,1,3.49
32.93,239.98,1,4.18
49.48,163.73,3,9.25
26.66,65.1,0,4.77
32.51,231.57,5,4.3
27.73,346.81,3,6.33
34.11,313.9,5,4.73
32.46,392.41,3,6.69
43.54,55.34,5,5.42
40.82,313.89,1,5.2
33.7,270.47,3,6.89
26.81,29.91,5,3.41
20.02,84.8,3,4.4
36.27,271.31,1,4.68
11.88,314.11,5,2.32
18.41,293.1,0,1.93
46.6,342.0,0,7.69
16.35,82.8,3,3.8
32.99,298.4,0,6.12
43.09,198.12,3,7.32
49.91,298.21,3,9.51
12.81,72.37,3,3.58
16.24,59.8,3,3.67
30.61,181.45,3,6.37
24.43,160.26,1,2.99
45.23,377.42,3,7.86
43.02,38.56,5,5.33
25.73,172.45,1,3.44
24.13,145.88,5,3.07
7.8,293.6,0,0.84
23.67,292.47,3,5.34
45.27,195.2,0,7.68
36.83,198.48,5,4.98
40.52,316.58,3,7.33
30.81,227.31,5,4.34
29.61,285.79,3,6.45
40.72,150.6,3,6.88
11.34,325.82,5,2.44
40.36,309.58,1,5.15
42.6,382.1,0,7.34
20.31,253.93,3,4.51
48.28,383.87,1,7.12
48.28,211.76,3,8.64
13.68,59.52,1,1.78
14.12,63.64,1,1.9
18.55,321.93,3,4.47
47.37,230.59,3,8.45
12.61,68.76,3,3.82
44.32,127.0,0,7.52
25.41,366.93,3,5.82
25.26,333.04,3,5.93
13.24,262.57,5,2.5
24.78,170.5,3,5.46
44.26,317.79,5,5.38
12.9,52.2,1,1.8
28.94,226.64,3,6.44
43.13,394.22,3,7.56
43.33,144.32,3,7.36
43.82,342.03,1,6.01
49.4,377.68,3,9.59
48.3,193.23,5,5.32
47.98,158.27,5,5.51
33.45,303.35,3,6.92
22.76,229.31,3,5.26
35.69,265.87,1,4.49
32.41,146.96,3,6.7
35.21,125.87,5,4.73
18.44,101.9,3,4.17
13.1,115.77,5,2.14
46.95,119.5,0,7.75
19.18,69.56,5,2.41
26.82,215.41,3,5.86
11.57,368.41,3,3.86
25.31,238.71,5,3.39
19.04,109.79,1,2.3
34.74,132.6,0,6.51
24.01,224.72,5,3.22
49.14,391.93,1,7.07
43.98,156.02,3,7.46
21.81,135.68,1,2.78
10.74,31.94,1,1.29
30.83,220.29,1,4.04
19.14,200.75,5,2.57
40.3,308.5,3,7.12
40.04,219.62,3,6.82
16.4,85.03,1,2.11
42.7,310.8,0,7.09
18.98,56.31,5,2.4
44.72,350.48,1,6.02
25.63,103.95,3,5.63
27.69,355.9,0,5.08
47.68,310.42,5,5.56
37.17,128.81,5,4.8
14.86,133.8,0,1.55
11.23,110.23,3,3.8
30.13,213.72,1,4.1
26.76,396.8,0,4.53
6.18,101.4,0,0.61
33.11,307.27,5,4.68
37.85,273.11,3,6.73
39.33,278.69,3,7.04
45.82,245.1,0,7.71
35.55,264.56,1,4.59
44.74,350.66,1,6.08
16.63,208.5,0,1.64
43.24,174.78,3,7.32
13.28,55.77,1,1.86
29.55,44.28,5,3.55
19.98,145.6,0,1.95
37.89,286.51,1,4.75
20.87,39.14,3,4.68
21.51,381.07,5,2.9
18.24,355.93,3,4.49
42.02,325.15,1,5.49
6.9,137.6,0,0.72
40.32,27.84,5,5.22
10.94,220.03,5,2.31
23.9,332.57,3,5.63
48.9,389.68,1,7.29
41.92,241.9,5,5.39
16.68,42.25,5,2.45
24.32,266.16,3,5.5
28.62,360.05,3,6.17
